benchmark;jvm;options;iteration;duration;CPU;DRAM;exitcode
sunflow;Graal;1Concurent;5;4919311.041;348450000.0;75860000.0;0
sunflow;Graal;DisableExplicitGC;5;4240250.529;297560000.0;63760000.0;0
sunflow;Graal;ParallelCG;5;4755504.706;337300000.0;75050000.0;0
sunflow;Graal;ParallelOldGC;5;4610982.921;327670000.0;71770000.0;0
sunflow;J9;default;5;6719327.167;503690000.0;105720000.0;0
sunflow;J9;ConcurrentScavenge;5;7288000.272000001;547140000.0;114090000.0;0
sunflow;J9;ScvNoAdaptiveTenure;5;7053501.54;539360000.0;110020000.0;0
sunflow;J9;Balanced;5;6405121.288;497540000.0;102480000.0;0
sunflow;J9;Gencon;5;7692693.477000001;564170000.0;120480000.0;0
sunflow;J9;Metronome;5;5843182.101;423210000.0;82840000.0;0
sunflow;J9;Nogc;5;6659853.047;495370000.0;99870000.0;0
sunflow;J9;Optavgpause;5;6774728.642999999;471720000.0;100220000.0;0
sunflow;J9;Optthruput;5;5998273.47;434070000.0;87160000.0;0
sunflow;OPEN;default;5;4888145.398;346660000.0;73000000.0;0
sunflow;OPEN;G1;5;4697773.423;335590000.0;71360000.0;0
sunflow;OPEN;5Parallel;5;4391107.8780000005;307460000.0;65260000.00000001;0
sunflow;OPEN;5Concurent;5;4245639.6620000005;292580000.0;62850000.0;0
sunflow;OPEN;1Parallel;5;4497677.626;306730000.0;65840000.0;0
sunflow;OPEN;1Concurent;5;4884421.641000002;359960000.0;75160000.0;0
sunflow;OPEN;DisableExplicitGC;5;4427019.008;311570000.0;65440000.0;0
sunflow;OPEN;ParallelCG;5;4821777.909;344030000.0;74370000.0;0
sunflow;OPEN;ParallelOldGC;5;4245035.99;292770000.0;62980000.0;0
sunflow;OPEN;SerialGC;5;4793241.7930000005;342380000.0;74380000.0;0
sunflow;OPEN;Epsilon;5;3806690.263;215420000.0;51740000.0;0
avrora;Graal;default;6;70245392.71599999;3739960000.0;914020000.0;0
avrora;Graal;G1;6;74908986.773;4080070000.0;977890000.0;0
avrora;Graal;5Parallel;6;75512047.36600001;4121170000.0;982880000.0;0
avrora;Graal;5Concurent;6;75538896.124;4122040000.0;983550000.0;0
avrora;Graal;1Parallel;6;71387063.00299999;3645430000.0;928840000.0;0
avrora;Graal;1Concurent;6;75438844.706;4098820000.0;984280000.0;0
avrora;Graal;DisableExplicitGC;6;77217708.907;4187950000.0;1009570000.0;0
avrora;Graal;ParallelCG;6;77779095.03899999;4253210000.0;1016260000.0;0
avrora;Graal;ParallelOldGC;6;77897527.72999999;4246250000.0;1016460000.0;0
avrora;J9;default;6;33426048.25;2165320000.0;448500000.0;0
avrora;J9;ConcurrentScavenge;6;33568060.655999996;2199330000.0;450670000.0;0
avrora;J9;ScvNoAdaptiveTenure;6;33257663.970000006;2170360000.0;444770000.0;0
avrora;J9;Balanced;6;33095175.239;2160580000.0;446600000.0;0
avrora;J9;Gencon;6;35492610.161;2335530000.0;479790000.0;0
avrora;J9;Metronome;6;34150226.55899999;2226290000.0;459120000.0;0
avrora;J9;Nogc;6;33998906.728;2211930000.0;453930000.0;0
avrora;J9;Optavgpause;6;73370904.37099999;4708010000.0;982380000.0;0
avrora;J9;Optthruput;6;33670284.928;2193220000.0;451050000.0;0
avrora;OPEN;default;6;74091218.111;4036210000.0;966780000.0;0
avrora;OPEN;G1;6;74970931.14999999;4022320000.0;975940000.0;0
avrora;OPEN;5Parallel;6;77137217.02399999;4223410000.0;1005900000.0;0
avrora;OPEN;5Concurent;6;75582853.323;4100740000.0;984070000.0;0
avrora;OPEN;1Parallel;6;75850014.736;4161240000.0;989720000.0;0
avrora;OPEN;1Concurent;6;77429130.629;4257420000.0;1009800000.0;0
avrora;OPEN;DisableExplicitGC;6;72449156.59;3804430000.0;945540000.0;0
avrora;OPEN;ParallelCG;6;74223873.00600001;3895270000.0;966060000.0;0
avrora;OPEN;ParallelOldGC;6;77823771.65699999;4261080000.0;1015210000.0;0
avrora;OPEN;SerialGC;6;76606297.457;4198820000.0;998890000.0;0
avrora;OPEN;Epsilon;6;64884482.53;3378840000.0;844850000.0;0
h2;Graal;default;6;40044421.497;1942790000.0;540710000.0;0
h2;Graal;G1;6;40021512.53200001;1900810000.0;538370000.0;0
h2;Graal;5Parallel;6;37524555.286;1869140000.0;505180000.0;0
h2;Graal;5Concurent;6;37121114.246;1834420000.0;497710000.0;0
h2;Graal;1Parallel;6;42445774.022;2009550000.0;567450000.0;0
h2;Graal;1Concurent;6;40893154.042;1984260000.0;549690000.0;0
h2;Graal;DisableExplicitGC;6;38670296.391;1875580000.0;514350000.0;0
h2;Graal;ParallelCG;6;38419216.011999995;1945020000.0;512890000.0;0
h2;Graal;ParallelOldGC;6;39078924.57;1959770000.0;521850000.0;0
h2;J9;default;6;40832010.305;2111800000.0;546410000.0;0
h2;J9;ConcurrentScavenge;6;45891646.001;2300920000.0;609130000.0;0
h2;J9;ScvNoAdaptiveTenure;6;41791064.548;2161160000.0;560660000.0;0
h2;J9;Balanced;6;43964605.71;2241960000.0;579970000.0;0
h2;J9;Gencon;6;40664521.08;2038650000.0;538920000.0;0
h2;J9;Metronome;6;56654967.922;2791180000.0;749630000.0;0
h2;J9;Nogc;6;42802003.506;2131680000.0;562780000.0;0
h2;J9;Optavgpause;6;46420998.772;2321840000.0;609380000.0;0
h2;J9;Optthruput;6;37858720.566;1956450000.0;498000000.0;0
h2;OPEN;default;6;34055491.039000005;1682130000.0;450390000.0;0
h2;OPEN;G1;6;34465874.753;1706810000.0;457110000.0;0
h2;OPEN;5Parallel;6;31914675.626;1573230000.0;422290000.0;0
h2;OPEN;5Concurent;6;33572446.831999995;1661350000.0;442790000.0;0
h2;OPEN;1Parallel;6;38177111.92;1994000000.0;509850000.0;0
h2;OPEN;1Concurent;6;31626201.161999997;1554190000.0;418690000.0;0
h2;OPEN;DisableExplicitGC;6;35667333.129;1829170000.0;474660000.0;0
h2;OPEN;ParallelCG;6;34873666.992;1731000000.0;461960000.0;0
h2;OPEN;ParallelOldGC;6;33557481.513000004;1663290000.0;447680000.0;0
h2;OPEN;SerialGC;6;32330130.43;1563240000.0;426810000.0;0
h2;OPEN;Epsilon;6;14470948.828;712550000.0;192790000.0;0
lusearch;Graal;default;6;3145219.823000001;184010000.0;43760000.0;0
lusearch;Graal;G1;6;3004173.3260000004;181680000.0;44520000.0;0
lusearch;Graal;5Parallel;6;3209718.993;199670000.0;48360000.0;0
lusearch;Graal;5Concurent;6;2986222.024;180700000.0;43850000.0;0
lusearch;Graal;1Parallel;6;3051343.727;191230000.0;46370000.0;0
lusearch;Graal;1Concurent;6;3240905.4189999998;182720000.0;45480000.0;0
lusearch;Graal;DisableExplicitGC;6;3343801.473;211450000.0;48720000.0;0
lusearch;Graal;ParallelCG;6;3037738.8260000004;191760000.0;48290000.0;0
lusearch;Graal;ParallelOldGC;6;3079132.932;189070000.0;46170000.0;0
lusearch;J9;default;6;3629186.829;202340000.0;43590000.0;0
lusearch;J9;ConcurrentScavenge;6;3418281.4239999996;212040000.0;44500000.0;0
lusearch;J9;ScvNoAdaptiveTenure;6;3150192.947;181700000.0;39190000.0;0
lusearch;J9;Balanced;6;4307818.336;258290000.00000003;54400000.0;0
lusearch;J9;Gencon;6;3463625.796;208880000.0;43560000.0;0
lusearch;J9;Metronome;6;3901038.037;241670000.0;51420000.0;0
lusearch;J9;Nogc;6;3768962.596;213630000.0;45590000.0;0
lusearch;J9;Optavgpause;6;3714618.1739999996;210120000.0;46990000.0;0
lusearch;J9;Optthruput;6;3685680.44;235310000.0;48660000.0;0
lusearch;OPEN;default;6;3394510.4510000004;210490000.0;49640000.0;0
lusearch;OPEN;G1;6;3559997.381;243970000.0;57450000.0;0
lusearch;OPEN;5Parallel;6;3421577.609;230150000.0;52860000.0;0
lusearch;OPEN;5Concurent;6;3553616.4269999997;252730000.0;58990000.0;0
lusearch;OPEN;1Parallel;6;3727458.09;250000000.0;56780000.0;0
lusearch;OPEN;1Concurent;6;3449443.0719999997;231150000.0;52160000.0;0
lusearch;OPEN;DisableExplicitGC;6;3788314.103;251710000.0;57980000.0;0
lusearch;OPEN;ParallelCG;6;3589511.5069999998;237570000.0;53970000.0;0
lusearch;OPEN;ParallelOldGC;6;3168111.349;225530000.0;52730000.0;0
lusearch;OPEN;SerialGC;6;3410114.993;229720000.0;53960000.0;0
lusearch;OPEN;Epsilon;6;3868791.534;249730000.0;57550000.0;0
lusearch-fix;Graal;default;6;3536454.931000001;205530000.0;49350000.0;0
lusearch-fix;Graal;G1;6;3174375.9910000004;193340000.0;46230000.0;0
lusearch-fix;Graal;5Parallel;6;3123536.748;190680000.0;46470000.0;0
lusearch-fix;Graal;5Concurent;6;3061594.376;175630000.0;41460000.0;0
lusearch-fix;Graal;1Parallel;6;3034237.2630000007;179830000.0;44890000.0;0
lusearch-fix;Graal;1Concurent;6;3585497.038;209320000.0;51410000.0;0
lusearch-fix;Graal;DisableExplicitGC;6;3006004.015;185950000.0;46150000.0;0
lusearch-fix;Graal;ParallelCG;6;3230372.2630000003;200250000.0;49000000.0;0
lusearch-fix;Graal;ParallelOldGC;6;3121666.889;189650000.0;46550000.0;0
lusearch-fix;J9;default;6;3346366.537;194900000.0;41050000.0;0
lusearch-fix;J9;ConcurrentScavenge;6;3873897.003;226970000.0;47560000.0;0
lusearch-fix;J9;ScvNoAdaptiveTenure;6;3362168.662;191260000.0;41110000.0;0
lusearch-fix;J9;Balanced;6;4304990.811000001;261000000.0;55160000.0;0
lusearch-fix;J9;Gencon;6;3470925.7819999997;200920000.0;43040000.0;0
lusearch-fix;J9;Metronome;6;3707720.398;226280000.0;47510000.0;0
lusearch-fix;J9;Nogc;6;3828661.9839999997;212430000.0;45950000.0;0
lusearch-fix;J9;Optavgpause;6;3788086.909;209860000.0;48020000.0;0
lusearch-fix;J9;Optthruput;6;3610729.327;222210000.0;45750000.0;0
lusearch-fix;OPEN;default;6;3367480.797;222160000.0;52130000.0;0
lusearch-fix;OPEN;G1;6;4081525.61;284910000.0;63360000.0;0
lusearch-fix;OPEN;5Parallel;6;3827404.327;238840000.0;56950000.0;0
lusearch-fix;OPEN;5Concurent;6;3501396.404;239510000.0;56610000.0;0
lusearch-fix;OPEN;1Parallel;6;3425688.5739999996;228390000.0;52930000.0;0
lusearch-fix;OPEN;1Concurent;6;3759292.5539999995;264840000.0;61350000.0;0
lusearch-fix;OPEN;DisableExplicitGC;6;3804920.959;266150000.0;60840000.0;0
lusearch-fix;OPEN;ParallelCG;6;3806986.98;234000000.0;57580000.0;0
lusearch-fix;OPEN;ParallelOldGC;6;3648196.848;247100000.0;58290000.0;0
lusearch-fix;OPEN;SerialGC;6;3737117.8589999997;253470000.0;57670000.0;0
lusearch-fix;OPEN;Epsilon;6;3657884.512;222170000.0;54600000.0;0
pmd;Graal;default;6;4817212.438999999;290100000.0;69000000.0;0
pmd;Graal;G1;6;4447745.416999999;267720000.00000003;62470000.0;0
pmd;Graal;5Parallel;6;4633508.266;279460000.0;65980000.00000001;0
pmd;Graal;5Concurent;6;4734830.652000002;282020000.0;67460000.0;0
pmd;Graal;1Parallel;6;5080938.83;306210000.0;72620000.0;0
pmd;Graal;1Concurent;6;4776171.743;284010000.0;66860000.0;0
pmd;Graal;DisableExplicitGC;6;4793904.183;280810000.0;67680000.0;0
pmd;Graal;ParallelCG;6;4670020.357;276750000.0;65700000.0;0
pmd;Graal;ParallelOldGC;6;4673982.791;278870000.0;65019999.99999999;0
pmd;J9;default;6;4438819.0090000015;235290000.0;53400000.0;0
pmd;J9;ConcurrentScavenge;6;4683278.687;260820000.0;60830000.0;0
pmd;J9;ScvNoAdaptiveTenure;6;4099515.7530000005;222370000.0;50150000.0;0
pmd;J9;Balanced;6;4305039.631;229230000.0;52830000.0;0
pmd;J9;Gencon;6;4232765.553;231760000.0;52120000.0;0
pmd;J9;Metronome;6;4301192.174;230010000.0;53440000.0;0
pmd;J9;Nogc;6;4059902.948;225590000.0;50140000.0;0
pmd;J9;Optavgpause;6;4674000.35;261980000.00000003;61130000.0;0
pmd;J9;Optthruput;6;4194103.0310000004;228270000.0;51260000.0;0
pmd;OPEN;default;6;4815522.298;329620000.0;77650000.0;0
pmd;OPEN;G1;6;4790390.129000002;301570000.0;69670000.0;0
pmd;OPEN;5Parallel;6;4877215.872;316410000.0;72630000.0;0
pmd;OPEN;5Concurent;6;4926671.756;319330000.0;74500000.0;0
pmd;OPEN;1Parallel;6;5602893.28;343580000.0;80590000.0;0
pmd;OPEN;1Concurent;6;4763853.215;316350000.0;72680000.0;0
pmd;OPEN;DisableExplicitGC;6;4927409.555;306170000.0;71990000.0;0
pmd;OPEN;ParallelCG;6;4765505.3780000005;293220000.0;68560000.0;0
pmd;OPEN;ParallelOldGC;6;4933383.335;317010000.0;74050000.0;0
pmd;OPEN;SerialGC;6;4973807.414999999;305500000.0;69990000.0;0
pmd;OPEN;Epsilon;6;5237723.875999998;313340000.0;75100000.0;0
sunflow;Graal;default;6;5323374.188;385620000.0;81440000.0;0
sunflow;Graal;G1;6;5085851.4909999985;365580000.0;77400000.0;0
sunflow;Graal;5Parallel;6;5086910.962;351470000.0;75370000.0;0
sunflow;Graal;5Concurent;6;5219236.494;377330000.0;82300000.0;0
sunflow;Graal;1Parallel;6;4863165.808;315410000.0;69810000.0;0
sunflow;Graal;1Concurent;6;5071976.183;359360000.0;78840000.0;0
sunflow;Graal;DisableExplicitGC;6;4679654.523;335020000.0;72870000.0;0
sunflow;Graal;ParallelCG;6;4882397.534;340730000.0;73040000.0;0
sunflow;Graal;ParallelOldGC;6;4605825.371;320960000.0;70850000.0;0
sunflow;J9;default;6;7201511.071;543040000.0;113320000.0;0
sunflow;J9;ConcurrentScavenge;6;6570445.582;505390000.0;104900000.0;0
sunflow;J9;ScvNoAdaptiveTenure;6;7422481.8670000015;562690000.0;116540000.0;0
sunflow;J9;Balanced;6;6626386.592999999;514460000.00000006;107150000.0;0
sunflow;J9;Gencon;6;6728679.054;496210000.0;103000000.0;0
sunflow;J9;Metronome;6;5689611.823;409570000.0;79920000.0;0
sunflow;J9;Nogc;6;6517438.3489999985;464270000.0;93660000.0;0
sunflow;J9;Optavgpause;6;6525390.052999998;454710000.0;97440000.0;0
sunflow;J9;Optthruput;6;6005496.087;425410000.0;85490000.0;0
sunflow;OPEN;default;6;4568063.1389999995;331010000.0;70730000.0;0
sunflow;OPEN;G1;6;4408587.177;303610000.0;64530000.0;0
sunflow;OPEN;5Parallel;6;5217451.36;387960000.0;80430000.0;0
sunflow;OPEN;5Concurent;6;4843002.9969999995;345370000.0;73260000.0;0
sunflow;OPEN;1Parallel;6;4520305.468;304360000.0;66200000.0;0
sunflow;OPEN;1Concurent;6;4458514.617;309550000.0;65569999.99999999;0
sunflow;OPEN;DisableExplicitGC;6;4598019.573;325550000.0;71070000.0;0
sunflow;OPEN;ParallelCG;6;4945816.226;355500000.0;77230000.0;0
sunflow;OPEN;ParallelOldGC;6;4923865.097;351350000.0;73890000.0;0
sunflow;OPEN;SerialGC;6;4878684.312;350720000.0;75680000.0;0
sunflow;OPEN;Epsilon;6;3731586.1380000003;209440000.0;49180000.0;0
avrora;Graal;default;7;73950446.108;3918350000.0;960620000.0;0
avrora;Graal;G1;7;74441484.568;3979400000.0;967030000.0;0
avrora;Graal;5Parallel;7;78961241.875;4322650000.0;1026590000.0;0
avrora;Graal;5Concurent;7;72622496.075;3743250000.0;943310000.0;0
avrora;Graal;1Parallel;7;75385709.481;4103650000.0;981140000.0;0
avrora;Graal;1Concurent;7;67657625.195;3385080000.0;878240000.0;0
avrora;Graal;DisableExplicitGC;7;70285045.142;3567580000.0;913670000.0;0
avrora;Graal;ParallelCG;7;76751825.492;4188920000.0;999710000.0;0
avrora;Graal;ParallelOldGC;7;76956803.097;4217230000.0;1002800000.0;0
avrora;J9;default;7;33820528.149000004;2206970000.0;452590000.0;0
avrora;J9;ConcurrentScavenge;7;35345271.577;2341100000.0;476550000.0;0
avrora;J9;ScvNoAdaptiveTenure;7;35137426.169999994;2317680000.0;474850000.0;0
avrora;J9;Balanced;7;34576298.517;2268730000.0;466180000.0;0
avrora;J9;Gencon;7;35056281.236999996;2328090000.0;476740000.0;0
avrora;J9;Metronome;7;34035097.045;2240620000.0;456300000.0;0
avrora;J9;Nogc;7;34983026.945;2291230000.0;468040000.0;0
avrora;J9;Optavgpause;7;34772127.736;2275750000.0;469960000.0;0
avrora;J9;Optthruput;7;34639240.719000004;2261940000.0;465110000.0;0
avrora;OPEN;default;7;75357127.811;4163130000.0;985580000.0;0
avrora;OPEN;G1;7;76119412.7;4160440000.0;992680000.0;0
avrora;OPEN;5Parallel;7;75732765.411;4146890000.000001;986950000.0;0
avrora;OPEN;5Concurent;7;74708326.52999999;3976210000.0;973180000.0;0
avrora;OPEN;1Parallel;7;74131683.33600001;4011930000.0;968250000.0;0
avrora;OPEN;1Concurent;7;75213959.891;4098400000.0;978000000.0;0
avrora;OPEN;DisableExplicitGC;7;77145182.748;4240510000.0;1005540000.0;0
avrora;OPEN;ParallelCG;7;71574348.81;3717770000.0;929500000.0;0
avrora;OPEN;ParallelOldGC;7;77078290.33;4229230000.0;1004270000.0;0
avrora;OPEN;SerialGC;7;73972533.668;3978610000.0;962930000.0;0
avrora;OPEN;Epsilon;7;76788496.719;4170060000.000001;1000840000.0;0
h2;Graal;default;7;38659470.473000005;1901580000.0;518410000.0;0
h2;Graal;G1;7;39764183.693;1958850000.0;533760000.0;0
h2;Graal;5Parallel;7;39592115.391;1980380000.0;532580000.00000006;0
h2;Graal;5Concurent;7;38877526.032;1878710000.0;519950000.00000006;0
h2;Graal;1Parallel;7;41661620.461;2006270000.0;557870000.0;0
h2;Graal;1Concurent;7;38955509.977;1894690000.0;521050000.0;0
h2;Graal;DisableExplicitGC;7;37196430.21600001;1840070000.0;494210000.0;0
h2;Graal;ParallelCG;7;38163939.483;1903580000.0;509740000.0;0
h2;Graal;ParallelOldGC;7;37450181.20999999;1891200000.0;500550000.0;0
h2;J9;default;7;41392494.671;2094400000.0;552350000.0;0
h2;J9;ConcurrentScavenge;7;45349592.439;2286080000.0;603870000.0;0
h2;J9;ScvNoAdaptiveTenure;7;42316758.446;2273230000.0;571810000.0;0
h2;J9;Balanced;7;44293304.458;2203920000.0;586150000.0;0
h2;J9;Gencon;7;40472485.864;2121020000.0;541380000.0;0
h2;J9;Metronome;7;51539508.424;2838470000.0;689830000.0;0
h2;J9;Nogc;7;43597671.145;2140840000.0;575760000.0;0
h2;J9;Optavgpause;7;39711303.43;2001150000.0;524980000.0;0
h2;J9;Optthruput;7;43203520.729;2131930000.0;571170000.0;0
h2;OPEN;default;7;32942989.904;1688420000.0;440430000.0;0
h2;OPEN;G1;7;35715064.526;1755610000.0;475130000.0;0
h2;OPEN;5Parallel;7;34532119.632;1722740000.0;459050000.0;0
h2;OPEN;5Concurent;7;33748635.408;1678950000.0;442170000.0;0
h2;OPEN;1Parallel;7;38234999.138000004;2013500000.0;514090000.00000006;0
h2;OPEN;1Concurent;7;34826911.570999995;1685830000.0;461580000.0;0
h2;OPEN;DisableExplicitGC;7;35408983.871;1741510000.0;467280000.0;0
h2;OPEN;ParallelCG;7;32395184.129;1589510000.0;424070000.0;0
h2;OPEN;ParallelOldGC;7;35015774.566;1724520000.0;462980000.0;0
h2;OPEN;SerialGC;7;35601713.197000004;1716050000.0;470770000.0;0
h2;OPEN;Epsilon;7;13967651.259000001;694780000.0;182950000.0;0
lusearch;Graal;default;7;2971846.627000001;170090000.0;41160000.0;0
lusearch;Graal;G1;7;3316856.242;212660000.0;50660000.0;0
lusearch;Graal;5Parallel;7;2942070.523;180110000.0;43460000.0;0
lusearch;Graal;5Concurent;7;2904394.937000001;174470000.0;43160000.0;0
lusearch;Graal;1Parallel;7;2931948.1760000004;175930000.0;43060000.0;0
lusearch;Graal;1Concurent;7;3391074.0089999996;198020000.0;49250000.0;0
lusearch;Graal;DisableExplicitGC;7;2911801.982;182980000.0;44070000.0;0
lusearch;Graal;ParallelCG;7;3144581.92;194860000.0;47680000.0;0
lusearch;Graal;ParallelOldGC;7;3262086.913;186040000.0;45550000.0;0
lusearch;J9;default;7;3348612.568;191940000.0;41490000.0;0
lusearch;J9;ConcurrentScavenge;7;3393550.693;207240000.0;42940000.0;0
lusearch;J9;ScvNoAdaptiveTenure;7;3483549.4680000003;207060000.0;43270000.0;0
lusearch;J9;Balanced;7;4232313.228999999;263980000.00000003;54410000.0;0
lusearch;J9;Gencon;7;3784679.989;211820000.0;45740000.0;0
lusearch;J9;Metronome;7;4072429.6580000003;257350000.00000003;55040000.0;0
lusearch;J9;Nogc;7;3386908.5919999997;204410000.0;42140000.0;0
lusearch;J9;Optavgpause;7;4230766.806;233130000.0;52910000.0;0
lusearch;J9;Optthruput;7;3685260.402;225280000.0;46300000.0;0
lusearch;OPEN;default;7;3539182.264;244760000.0;57040000.0;0
lusearch;OPEN;G1;7;3359126.822;228000000.0;53710000.0;0
lusearch;OPEN;5Parallel;7;3455828.8639999996;232930000.0;54510000.0;0
lusearch;OPEN;5Concurent;7;3695384.0330000003;247050000.0;58950000.0;0
lusearch;OPEN;1Parallel;7;3337636.957;221530000.0;53450000.0;0
lusearch;OPEN;1Concurent;7;3235913.613000001;218340000.0;50430000.0;0
lusearch;OPEN;DisableExplicitGC;7;3617898.6360000004;251270000.0;59710000.0;0
lusearch;OPEN;ParallelCG;7;3680572.9910000004;260400000.0;60620000.0;0
lusearch;OPEN;ParallelOldGC;7;3575856.796;248410000.0;58420000.0;0
lusearch;OPEN;SerialGC;7;4414574.036;306150000.0;72250000.0;0
lusearch;OPEN;Epsilon;7;3948077.4069999997;243990000.0;60060000.0;0
lusearch-fix;Graal;default;7;3138520.6489999997;191430000.0;46620000.0;0
lusearch-fix;Graal;G1;7;3037397.534;183370000.0;44780000.0;0
lusearch-fix;Graal;5Parallel;7;3027715.733;184130000.0;44660000.0;0
lusearch-fix;Graal;5Concurent;7;3525949.583;210220000.0;51570000.0;0
lusearch-fix;Graal;1Parallel;7;3211439.3880000007;190700000.0;46430000.0;0
lusearch-fix;Graal;1Concurent;7;3068642.6810000003;190820000.0;45940000.0;0
lusearch-fix;Graal;DisableExplicitGC;7;3065130.3439999996;189730000.0;45800000.0;0
lusearch-fix;Graal;ParallelCG;7;2958916.649;178440000.0;43510000.0;0
lusearch-fix;Graal;ParallelOldGC;7;3390546.405;200520000.0;48970000.0;0
lusearch-fix;J9;default;7;3555934.894;205350000.0;44060000.0;0
lusearch-fix;J9;ConcurrentScavenge;7;3475565.0530000003;208250000.0;43740000.0;0
lusearch-fix;J9;ScvNoAdaptiveTenure;7;3501230.038;205700000.0;43750000.0;0
lusearch-fix;J9;Balanced;7;4337286.39;279620000.0;57870000.0;0
lusearch-fix;J9;Gencon;7;3614484.97;204740000.0;43180000.0;0
lusearch-fix;J9;Metronome;7;3799422.036;234860000.0;50730000.0;0
lusearch-fix;J9;Nogc;7;3390476.165;200920000.0;41800000.0;0
lusearch-fix;J9;Optavgpause;7;3758318.778;207200000.0;47240000.0;0
lusearch-fix;J9;Optthruput;7;4188608.21;250010000.0;52110000.0;0
lusearch-fix;OPEN;default;7;3433725.381;231120000.0;54020000.0;0
lusearch-fix;OPEN;G1;7;4008615.837;281840000.0;64830000.0;0
lusearch-fix;OPEN;5Parallel;7;3807290.412;266810000.0;59710000.0;0
lusearch-fix;OPEN;5Concurent;7;3549441.645;240340000.0;57770000.0;0
lusearch-fix;OPEN;1Parallel;7;3700802.612;228810000.0;53930000.0;0
lusearch-fix;OPEN;1Concurent;7;3414341.685;225930000.0;52490000.0;0
lusearch-fix;OPEN;DisableExplicitGC;7;4205740.023;307820000.0;69470000.0;0
lusearch-fix;OPEN;ParallelCG;7;3337555.89;222010000.0;52560000.0;0
lusearch-fix;OPEN;ParallelOldGC;7;3209134.834;210850000.0;49380000.0;0
lusearch-fix;OPEN;SerialGC;7;3717668.959;235710000.0;55170000.0;0
lusearch-fix;OPEN;Epsilon;7;4132411.8789999997;260500000.0;60740000.0;0
pmd;Graal;default;7;4844288.807;290500000.0;67460000.0;0
pmd;Graal;G1;7;4559438.738;280410000.0;65319999.99999999;0
pmd;Graal;5Parallel;7;4791084.069;286050000.0;66700000.0;0
pmd;Graal;5Concurent;7;4761259.305000002;275160000.0;65870000.00000001;0
pmd;Graal;1Parallel;7;4970888.106000002;300170000.0;70490000.0;0
pmd;Graal;1Concurent;7;4690380.244;275680000.0;65180000.00000001;0
pmd;Graal;DisableExplicitGC;7;4826731.397;283510000.0;66730000.00000001;0
pmd;Graal;ParallelCG;7;4799817.745;282860000.0;66730000.00000001;0
pmd;Graal;ParallelOldGC;7;4916233.548;292970000.0;69450000.0;0
pmd;J9;default;7;4323562.448;222900000.0;51400000.0;0
pmd;J9;ConcurrentScavenge;7;4257908.502;235230000.0;52160000.0;0
pmd;J9;ScvNoAdaptiveTenure;7;4289376.6510000015;228150000.0;51560000.0;0
pmd;J9;Balanced;7;4369584.731000001;234810000.0;52180000.0;0
pmd;J9;Gencon;7;4422804.127;248090000.0;54190000.0;0
pmd;J9;Metronome;7;4686850.9920000015;241010000.0;55580000.0;0
pmd;J9;Nogc;7;4229671.973999999;238950000.0;54260000.0;0
pmd;J9;Optavgpause;7;4925258.093;268400000.0;62210000.0;0
pmd;J9;Optthruput;7;4544095.015;238070000.0;54850000.0;0
pmd;OPEN;default;7;4870486.499;316190000.0;73130000.0;0
pmd;OPEN;G1;7;4803387.898;315910000.0;73910000.0;0
pmd;OPEN;5Parallel;7;4895554.999;314040000.0;72570000.0;0
pmd;OPEN;5Concurent;7;5015372.884;314060000.0;72930000.0;0
pmd;OPEN;1Parallel;7;5225829.492;332400000.0;77770000.0;0
pmd;OPEN;1Concurent;7;5009845.936000001;314530000.0;73420000.0;0
pmd;OPEN;DisableExplicitGC;7;5048080.143999999;326240000.0;75730000.0;0
pmd;OPEN;ParallelCG;7;4785990.307;299620000.0;69480000.0;0
pmd;OPEN;ParallelOldGC;7;4935232.8270000005;310200000.0;71700000.0;0
pmd;OPEN;SerialGC;7;4919465.0940000005;300420000.0;69970000.0;0
pmd;OPEN;Epsilon;7;5362786.040999998;324260000.0;77260000.0;0
sunflow;Graal;default;7;4804445.656;331710000.0;70740000.0;0
sunflow;Graal;G1;7;5234166.459;382430000.0;83100000.0;0
sunflow;Graal;5Parallel;7;5310784.835;376130000.0;76670000.0;0
sunflow;Graal;5Concurent;7;4663739.0600000005;324260000.0;70550000.0;0
sunflow;Graal;1Parallel;7;4797510.575;311680000.0;68900000.0;0
sunflow;Graal;1Concurent;7;5037668.577;350950000.0;74430000.0;0
sunflow;Graal;DisableExplicitGC;7;5152662.158;368710000.0;78890000.0;0
sunflow;Graal;ParallelCG;7;4728571.0940000005;328340000.0;71260000.0;0
sunflow;Graal;ParallelOldGC;7;4935296.442000002;348420000.0;78030000.0;0
sunflow;J9;default;7;6165300.793000001;457450000.0;95420000.0;0
sunflow;J9;ConcurrentScavenge;7;7369090.991;554840000.0;116330000.0;0
sunflow;J9;ScvNoAdaptiveTenure;7;7419412.177999999;557520000.0;114450000.0;0
sunflow;J9;Balanced;7;6979948.124;522680000.0;109840000.0;0
sunflow;J9;Gencon;7;7129425.323000001;532900000.0;111680000.0;0
sunflow;J9;Metronome;7;5921780.516;433620000.0;82430000.0;0
sunflow;J9;Nogc;7;6489671.279;474060000.0;94470000.0;0
sunflow;J9;Optavgpause;7;6186992.165;434610000.0;91290000.0;0
sunflow;J9;Optthruput;7;7041597.958;526470000.0;104050000.0;0
sunflow;OPEN;default;7;4695100.037;329860000.0;69100000.0;0
sunflow;OPEN;G1;7;4539819.852;326510000.0;70270000.0;0
