benchmark;jvm;options;iteration;exitcode;duration;DRAM;CPU
scrabble;15.0.1.j9-adpt; -Xjit:count=100;3;0;12413780;193934615;815696642
scrabble;15.0.1.j9-adpt; -Xjit:optlevel=cold;3;0;13230431;206169290;899737077
scrabble;15.0.1.j9-adpt; -Xjit:optlevel=warm;3;0;13938904;217982956;938486183
scrabble;15.0.1.j9-adpt; -Xjit:optlevel=hot;3;0;16661641;259692577;1250758151
scrabble;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;3;0;48464400;829746694;4874017612
scrabble;15.0.1.j9-adpt; -Xjit:optlevel=scorching;3;0;54415208;904596129;5572909134
scrabble;15.0.1-open;default;3;0;6892001;129188412;536075837
scrabble;15.0.1-open; -XX:-TieredCompilation;3;0;7126527;128268331;547302920
scrabble;15.0.1-open; -XX:TieredStopAtLevel=1;3;0;8659200;153889388;736771552
scrabble;15.0.1-open; -XX:TieredStopAtLevel=4;3;0;7130630;128425217;526471126
scrabble;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;3;0;7429626;137716065;565418413
fj-kmeans;20.2.0.r11-grl;default;3;0;11807126;247006979;940582127
fj-kmeans;20.2.0.r11-grl; -XX:-UseJVMCICompiler;3;0;12090165;246343817;945258383
fj-kmeans;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;3;0;15266597;314621978;1312144896
fj-kmeans;15.0.1.j9-adpt;default;3;0;16489700;301985066;1278940451
fj-kmeans;15.0.1.j9-adpt; -XcompilationThreads1;3;0;16067531;300542949;1277323756
fj-kmeans;15.0.1.j9-adpt; -XcompilationThreads3;3;0;16489757;297834130;1257484513
fj-kmeans;15.0.1.j9-adpt; -XcompilationThreads7;3;0;15860802;293782613;1247807657
fj-kmeans;15.0.1.j9-adpt; -Xjit:count=0;3;0;30778181;502246581;2294186144
fj-kmeans;15.0.1.j9-adpt; -Xjit:count=1;3;0;20449183;363541112;1844422279
fj-kmeans;15.0.1.j9-adpt; -Xjit:count=10;3;0;15749330;295618216;1274653659
fj-kmeans;15.0.1.j9-adpt; -Xjit:count=100;3;0;16541853;308500066;1323552398
fj-kmeans;15.0.1.j9-adpt; -Xjit:optlevel=cold;3;0;18672854;340554315;1593004834
fj-kmeans;15.0.1.j9-adpt; -Xjit:optlevel=warm;3;0;15649752;290632435;1248522988
fj-kmeans;15.0.1.j9-adpt; -Xjit:optlevel=hot;3;0;17343435;322949646;1457580071
fj-kmeans;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;3;0;36445060;583350642;2637254906
fj-kmeans;15.0.1.j9-adpt; -Xjit:optlevel=scorching;3;0;27853764;473886273;2251275975
fj-kmeans;15.0.1-open;default;3;0;11767556;245470339;942542692
fj-kmeans;15.0.1-open; -XX:-TieredCompilation;3;0;11528419;243176440;919163053
fj-kmeans;15.0.1-open; -XX:TieredStopAtLevel=1;3;0;14406324;295426017;1271665141
fj-kmeans;15.0.1-open; -XX:TieredStopAtLevel=4;3;0;11531891;243086262;927781378
fj-kmeans;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;3;0;11792083;243773263;942671721
avrora;20.2.0.r11-grl;default;4;0;72805675;968989958;4039932895
avrora;20.2.0.r11-grl; -XX:-UseJVMCICompiler;4;0;72909308;970374409;4037549418
avrora;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;4;0;71899897;955913400;4032284661
avrora;15.0.1.j9-adpt;default;4;0;32175956;444466927;2149592337
avrora;15.0.1.j9-adpt; -XcompilationThreads1;4;0;32084001;440501351;2129376690
avrora;15.0.1.j9-adpt; -XcompilationThreads3;4;0;31961842;438082024;2135101834
avrora;15.0.1.j9-adpt; -XcompilationThreads7;4;0;71167335;971762670;4588344088
avrora;15.0.1.j9-adpt; -Xjit:count=0;4;0;37774929;510756535;2319616437
avrora;15.0.1.j9-adpt; -Xjit:count=1;4;0;33062523;453527053;2207788355
avrora;15.0.1.j9-adpt; -Xjit:count=10;4;0;31029528;424491494;2073975343
avrora;15.0.1.j9-adpt; -Xjit:count=100;4;0;33010360;453513358;2201493631
avrora;15.0.1.j9-adpt; -Xjit:optlevel=cold;4;0;32279978;443803168;2156312045
avrora;15.0.1.j9-adpt; -Xjit:optlevel=warm;4;0;32303585;444100081;2139567216
avrora;15.0.1.j9-adpt; -Xjit:optlevel=hot;4;0;34410421;476210756;2329795000
avrora;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;4;0;46533350;635305741;3269863517
avrora;15.0.1.j9-adpt; -Xjit:optlevel=scorching;4;0;48393384;661074275;3401609089
avrora;15.0.1-open;default;4;0;72521172;965305703;4008332452
avrora;15.0.1-open; -XX:-TieredCompilation;4;0;71028226;947537705;3858375559
avrora;15.0.1-open; -XX:TieredStopAtLevel=1;4;0;68271520;906138552;3751581156
avrora;15.0.1-open; -XX:TieredStopAtLevel=4;4;0;70925134;942668465;3917717510
avrora;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;4;0;72800755;968151961;4025483652
h2;20.2.0.r11-grl;default;4;0;37328831;508639717;1829601457
h2;20.2.0.r11-grl; -XX:-UseJVMCICompiler;4;0;35335592;479368293;1786270573
h2;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;4;0;54454105;731198796;2562048494
h2;15.0.1.j9-adpt;default;4;0;46289091;634908171;2449098955
h2;15.0.1.j9-adpt; -XcompilationThreads1;4;0;48039536;655933506;2511597512
h2;15.0.1.j9-adpt; -XcompilationThreads3;4;0;45893779;626658854;2368149944
h2;15.0.1.j9-adpt; -XcompilationThreads7;4;0;45715520;626774399;2363110649
h2;15.0.1.j9-adpt; -Xjit:count=0;4;0;64979786;883380858;3191118051
h2;15.0.1.j9-adpt; -Xjit:count=1;4;0;45599473;619337711;2306675186
h2;15.0.1.j9-adpt; -Xjit:count=10;4;0;51118170;710496458;2857705879
h2;15.0.1.j9-adpt; -Xjit:count=100;4;0;47484800;653224793;2566289878
h2;15.0.1.j9-adpt; -Xjit:optlevel=cold;4;0;61964991;835251327;2934178707
h2;15.0.1.j9-adpt; -Xjit:optlevel=warm;4;0;47642077;649364328;2439979594
h2;15.0.1.j9-adpt; -Xjit:optlevel=hot;4;0;64355853;901840844;3711085226
h2;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;4;0;122935863;1665342010;7231356122
h2;15.0.1.j9-adpt; -Xjit:optlevel=scorching;4;0;137180531;1859292995;7938935609
h2;15.0.1-open;default;4;0;35877170;487624464;1838520989
h2;15.0.1-open; -XX:-TieredCompilation;4;0;39616809;533057905;1904450203
h2;15.0.1-open; -XX:TieredStopAtLevel=1;4;0;54724568;733295233;2528471921
h2;15.0.1-open; -XX:TieredStopAtLevel=4;4;0;34768023;474260603;1756785053
h2;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;4;0;32332729;436808467;1611522913
pmd;20.2.0.r11-grl;default;4;0;5183992;71142292;293910564
pmd;20.2.0.r11-grl; -XX:-UseJVMCICompiler;4;0;5455403;86888593;367595433
pmd;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;4;0;4896152;66994630;271875646
pmd;15.0.1.j9-adpt;default;4;0;4779638;59502556;254355977
pmd;15.0.1.j9-adpt; -XcompilationThreads1;4;0;6149584;80672310;372502953
pmd;15.0.1.j9-adpt; -XcompilationThreads3;4;0;5217874;67436051;291931443
pmd;15.0.1.j9-adpt; -XcompilationThreads7;4;0;4877279;60725301;263464413
pmd;15.0.1.j9-adpt; -Xjit:count=0;4;0;16848547;218735226;771776773
pmd;15.0.1.j9-adpt; -Xjit:count=1;4;0;4627355;57371818;268109971
pmd;15.0.1.j9-adpt; -Xjit:count=10;4;0;4717483;60427060;292095200
pmd;15.0.1.j9-adpt; -Xjit:count=100;4;0;4561876;56773052;256433974
pmd;15.0.1.j9-adpt; -Xjit:optlevel=cold;4;0;5363138;67319647;275470486
pmd;15.0.1.j9-adpt; -Xjit:optlevel=warm;4;0;6105377;81074424;409220327
pmd;15.0.1.j9-adpt; -Xjit:optlevel=hot;4;0;10972810;155585577;844534948
pmd;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;4;0;11886301;156786582;760547736
pmd;15.0.1.j9-adpt; -Xjit:optlevel=scorching;4;0;12136542;162249325;815745714
pmd;15.0.1-open;default;4;0;5201921;78729515;325908406
pmd;15.0.1-open; -XX:-TieredCompilation;4;0;11948823;179539364;928320683
pmd;15.0.1-open; -XX:TieredStopAtLevel=1;4;0;4725383;57464520;219560901
pmd;15.0.1-open; -XX:TieredStopAtLevel=4;4;0;5092584;77574135;324478173
pmd;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;4;0;5080992;79253863;331920597
sunflow;20.2.0.r11-grl;default;4;0;4827782;74569017;335309688
sunflow;20.2.0.r11-grl; -XX:-UseJVMCICompiler;4;0;5074725;78300260;356295841
sunflow;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;4;0;5490761;85165721;411368880
sunflow;15.0.1.j9-adpt;default;4;0;7103411;106334174;515550256
sunflow;15.0.1.j9-adpt; -XcompilationThreads1;4;0;7043977;105058811;516350057
sunflow;15.0.1.j9-adpt; -XcompilationThreads3;4;0;6719701;100103662;494539688
sunflow;15.0.1.j9-adpt; -XcompilationThreads7;4;0;6695654;101097321;478566158
sunflow;15.0.1.j9-adpt; -Xjit:count=0;4;0;18222171;248189349;931050656
sunflow;15.0.1.j9-adpt; -Xjit:count=1;4;0;7051617;107492598;534603489
sunflow;15.0.1.j9-adpt; -Xjit:count=10;4;0;48317040;731358314;3325179110
sunflow;15.0.1.j9-adpt; -Xjit:count=100;4;0;7788163;119016466;596281737
sunflow;15.0.1.j9-adpt; -Xjit:optlevel=cold;4;0;5366733;75248629;385174367
sunflow;15.0.1.j9-adpt; -Xjit:optlevel=warm;4;0;5105688;71600956;342776161
sunflow;15.0.1.j9-adpt; -Xjit:optlevel=hot;4;0;6580723;96726937;508650431
sunflow;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;4;0;22333057;311025928;2268938527
sunflow;15.0.1.j9-adpt; -Xjit:optlevel=scorching;4;0;18616013;258522035;1829552201
sunflow;15.0.1-open;default;4;0;5234714;78441402;378690254
sunflow;15.0.1-open; -XX:-TieredCompilation;4;0;5594454;84101560;406966426
sunflow;15.0.1-open; -XX:TieredStopAtLevel=1;4;0;4243315;62720896;302402851
sunflow;15.0.1-open; -XX:TieredStopAtLevel=4;4;0;4675193;71426306;333399902
sunflow;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;4;0;4333390;64314881;298775419
als;20.2.0.r11-grl;default;4;0;45896596;662396241;2846356666
als;20.2.0.r11-grl; -XX:-UseJVMCICompiler;4;0;48637625;694176469;3111955657
als;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;4;0;71336312;1001735876;4511818406
als;15.0.1.j9-adpt;default;4;0;59726443;850690725;3825484897
als;15.0.1.j9-adpt; -XcompilationThreads1;4;0;64580833;911172635;4160375092
als;15.0.1.j9-adpt; -XcompilationThreads3;4;0;58372236;829727339;3746164788
als;15.0.1.j9-adpt; -XcompilationThreads7;4;0;60406852;863088729;3869139142
als;15.0.1.j9-adpt; -Xjit:count=0;4;0;144278390;1969712621;8373983261
als;15.0.1.j9-adpt; -Xjit:count=1;4;0;66525296;939171467;4212435565
als;15.0.1.j9-adpt; -Xjit:count=10;4;0;58614796;851543960;3958781674
als;15.0.1.j9-adpt; -Xjit:count=100;4;0;57203199;823126812;3795249866
als;15.0.1.j9-adpt; -Xjit:optlevel=cold;4;0;106878819;1472619369;6774120354
als;15.0.1.j9-adpt; -Xjit:optlevel=warm;4;0;72117057;1015861110;4628864798
als;15.0.1.j9-adpt; -Xjit:optlevel=hot;4;0;98963477;1453559517;7495073525
als;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;4;0;225236765;3082726727;14680927382
als;15.0.1.j9-adpt; -Xjit:optlevel=scorching;4;0;268341041;3671742899;17678068514
als;15.0.1-open;default;4;0;47318601;679709691;2991601106
als;15.0.1-open; -XX:-TieredCompilation;4;0;53219064;757593929;3257627708
als;15.0.1-open; -XX:TieredStopAtLevel=1;4;50;14945255;202218372;812529963
als;15.0.1-open; -XX:TieredStopAtLevel=4;4;0;47308786;683675864;2990794651
als;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;4;0;47837341;687002956;3013693762
dotty;20.2.0.r11-grl;default;4;0;40363954;578878515;2290220822
dotty;20.2.0.r11-grl; -XX:-UseJVMCICompiler;4;0;42899136;617353363;2703088112
dotty;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;4;0;74460545;1018208437;3474947037
dotty;15.0.1.j9-adpt;default;4;0;59836573;847258873;3562573156
dotty;15.0.1.j9-adpt; -XcompilationThreads1;4;0;78365100;1082316905;4669910409
dotty;15.0.1.j9-adpt; -XcompilationThreads3;4;0;59301023;841173390;3570645645
dotty;15.0.1.j9-adpt; -XcompilationThreads7;4;0;58500803;825828256;3492370759
dotty;15.0.1.j9-adpt; -Xjit:count=0;4;0;107182396;1443261348;4920101846
dotty;15.0.1.j9-adpt; -Xjit:count=1;4;0;64778221;898545163;3269142143
dotty;15.0.1.j9-adpt; -Xjit:count=10;4;0;55240611;823175358;3786781809
dotty;15.0.1.j9-adpt; -Xjit:count=100;4;0;51704319;758088974;3411341609
dotty;15.0.1.j9-adpt; -Xjit:optlevel=cold;4;0;95064011;1296891021;4658298378
dotty;15.0.1.j9-adpt; -Xjit:optlevel=warm;4;0;72490947;1028982711;4356636674
dotty;15.0.1.j9-adpt; -Xjit:optlevel=hot;4;0;165274236;2610393558;12747458028
dotty;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;4;0;303526873;4139505607;18099939381
dotty;15.0.1.j9-adpt; -Xjit:optlevel=scorching;4;0;349581485;4770062701;20699157581
dotty;15.0.1-open;default;4;0;40073113;580459799;2507347829
dotty;15.0.1-open; -XX:-TieredCompilation;4;0;58844973;798120751;3114164879
dotty;15.0.1-open; -XX:TieredStopAtLevel=1;4;0;74580335;1005457784;3332429641
dotty;15.0.1-open; -XX:TieredStopAtLevel=4;4;0;40266533;580869504;2534278608
dotty;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;4;0;39761016;571084205;2493351283
neo4j;20.2.0.r11-grl;default;4;0;56957682;877996329;3401239767
neo4j;20.2.0.r11-grl; -XX:-UseJVMCICompiler;4;0;81501784;1221632570;4945764865
neo4j;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;4;0;177151659;2512014236;9917389040
neo4j;15.0.1.j9-adpt;default;4;0;72504713;1071916057;4152905689
neo4j;15.0.1.j9-adpt; -XcompilationThreads1;4;0;85199447;1247256688;4880239093
neo4j;15.0.1.j9-adpt; -XcompilationThreads3;4;0;78387395;1153563421;4484995843
neo4j;15.0.1.j9-adpt; -XcompilationThreads7;4;0;78713240;1165309094;4484944024
neo4j;15.0.1.j9-adpt; -Xjit:count=0;4;0;200909141;2806470585;10541916250
neo4j;15.0.1.j9-adpt; -Xjit:count=1;4;0;128485594;1839085904;7319133240
neo4j;15.0.1.j9-adpt; -Xjit:count=10;4;0;85319616;1263250345;5117584128
neo4j;15.0.1.j9-adpt; -Xjit:count=100;4;0;81279035;1213329077;4730521032
neo4j;15.0.1.j9-adpt; -Xjit:optlevel=cold;4;0;128794379;1835678854;7146378251
neo4j;15.0.1.j9-adpt; -Xjit:optlevel=warm;4;0;90403510;1339150722;5256539583
neo4j;15.0.1.j9-adpt; -Xjit:optlevel=hot;4;0;130108120;1940847458;8735597814
neo4j;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;4;0;332037572;4595749740;20393895058
neo4j;15.0.1.j9-adpt; -Xjit:optlevel=scorching;4;0;486633404;6679544363;29862664091
neo4j;15.0.1-open;default;4;0;81716835;1238736654;4938594231
neo4j;15.0.1-open; -XX:-TieredCompilation;4;0;65149760;982673590;3738931835
neo4j;15.0.1-open; -XX:TieredStopAtLevel=1;4;0;142179255;2047044069;8075603106
neo4j;15.0.1-open; -XX:TieredStopAtLevel=4;4;0;79349610;1197490424;4745682553
neo4j;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;4;0;80278392;1210345377;4818514094
reactors;20.2.0.r11-grl;default;4;0;385325322;5638213174;23123246591
reactors;20.2.0.r11-grl; -XX:-UseJVMCICompiler;4;0;415692512;6056485263;24805097692
reactors;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;4;0;489775719;7086970909;29044027209
reactors;15.0.1.j9-adpt;default;4;0;224012947;3360369569;12928922775
reactors;15.0.1.j9-adpt; -XcompilationThreads1;4;0;215219306;3207026849;12265901949
reactors;15.0.1.j9-adpt; -XcompilationThreads3;4;0;223386097;3343926323;12848749883
reactors;15.0.1.j9-adpt; -XcompilationThreads7;4;0;218693654;3273002376;12398375731
reactors;15.0.1.j9-adpt; -Xjit:count=0;4;0;324152758;4705569375;18132150420
reactors;15.0.1.j9-adpt; -Xjit:count=1;4;0;258420246;3772854602;14437937098
reactors;15.0.1.j9-adpt; -Xjit:count=10;4;0;227708449;3402180384;12971697444
reactors;15.0.1.j9-adpt; -Xjit:count=100;4;0;215724623;3240127771;12473539845
reactors;15.0.1.j9-adpt; -Xjit:optlevel=cold;4;0;368531655;5285215597;20363412287
reactors;15.0.1.j9-adpt; -Xjit:optlevel=warm;4;0;247209957;3661018793;13746884669
reactors;15.0.1.j9-adpt; -Xjit:optlevel=hot;4;0;631290942;8908834534;36257113298
reactors;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;4;0;669600309;9427771260;38852194727
reactors;15.0.1.j9-adpt; -Xjit:optlevel=scorching;4;0;695486123;9834308463;41089185827
reactors;15.0.1-open;default;4;0;212610590;3208366289;11855785811
reactors;15.0.1-open; -XX:-TieredCompilation;4;0;200884149;3027990181;11239998447
reactors;15.0.1-open; -XX:TieredStopAtLevel=1;4;0;414396333;6063337047;22347772073
reactors;15.0.1-open; -XX:TieredStopAtLevel=4;4;0;211057396;3175733959;11836985750
reactors;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;4;0;214554268;3223215611;11956030367
scrabble;20.2.0.r11-grl;default;4;0;6281064;111730131;448531445
scrabble;20.2.0.r11-grl; -XX:-UseJVMCICompiler;4;0;6887659;124841100;508676860
scrabble;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;4;0;8205661;143013751;649393844
scrabble;15.0.1.j9-adpt;default;4;0;11138567;172806646;722153852
scrabble;15.0.1.j9-adpt; -XcompilationThreads1;4;0;14098172;219995548;969991963
scrabble;15.0.1.j9-adpt; -XcompilationThreads3;4;0;12611751;193876902;810931029
scrabble;15.0.1.j9-adpt; -XcompilationThreads7;4;0;11901842;183374217;753055078
scrabble;15.0.1.j9-adpt; -Xjit:count=0;4;0;26105177;389894383;1557664470
scrabble;15.0.1.j9-adpt; -Xjit:count=1;4;0;13135081;210367396;937382610
scrabble;15.0.1.j9-adpt; -Xjit:count=10;4;0;12464630;199551198;861300713
scrabble;15.0.1.j9-adpt; -Xjit:count=100;4;0;11205456;174148593;738645264
scrabble;15.0.1.j9-adpt; -Xjit:optlevel=cold;4;0;12235299;189967615;825245325
scrabble;15.0.1.j9-adpt; -Xjit:optlevel=warm;4;0;13665821;211550867;914504129
scrabble;15.0.1.j9-adpt; -Xjit:optlevel=hot;4;0;14379667;222680239;1061529448
scrabble;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;4;0;54158956;896370421;5582302970
scrabble;15.0.1.j9-adpt; -Xjit:optlevel=scorching;4;0;54223293;904619875;5586317974
scrabble;15.0.1-open;default;4;0;7120628;127516167;526783319
scrabble;15.0.1-open; -XX:-TieredCompilation;4;0;7565377;136585549;574441767
scrabble;15.0.1-open; -XX:TieredStopAtLevel=1;4;0;8548029;146588061;715512633
scrabble;15.0.1-open; -XX:TieredStopAtLevel=4;4;0;6923768;124523350;508184552
scrabble;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;4;0;7335849;138603939;569602424
fj-kmeans;20.2.0.r11-grl;default;4;0;12041708;250910530;953345521
fj-kmeans;20.2.0.r11-grl; -XX:-UseJVMCICompiler;4;0;12093076;246245207;939789708
fj-kmeans;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;4;0;15312297;313684593;1304586931
fj-kmeans;15.0.1.j9-adpt;default;4;0;16226846;298803292;1262746340
fj-kmeans;15.0.1.j9-adpt; -XcompilationThreads1;4;0;16686473;307146933;1333112859
fj-kmeans;15.0.1.j9-adpt; -XcompilationThreads3;4;0;16031787;294813727;1232420368
fj-kmeans;15.0.1.j9-adpt; -XcompilationThreads7;4;0;15539830;291651722;1255766561
fj-kmeans;15.0.1.j9-adpt; -Xjit:count=0;4;0;30294701;498397010;2266584713
fj-kmeans;15.0.1.j9-adpt; -Xjit:count=1;4;0;19956093;355945703;1795430158
fj-kmeans;15.0.1.j9-adpt; -Xjit:count=10;4;0;16523978;302965873;1335467895
fj-kmeans;15.0.1.j9-adpt; -Xjit:count=100;4;0;15505353;290718391;1239617555
fj-kmeans;15.0.1.j9-adpt; -Xjit:optlevel=cold;4;0;20232908;363112972;1741819211
fj-kmeans;15.0.1.j9-adpt; -Xjit:optlevel=warm;4;0;15449510;288338659;1237206793
fj-kmeans;15.0.1.j9-adpt; -Xjit:optlevel=hot;4;0;17312575;319765226;1432445734
fj-kmeans;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;4;0;29794762;492028523;2225032695
fj-kmeans;15.0.1.j9-adpt; -Xjit:optlevel=scorching;4;0;33698720;547214001;2530943288
fj-kmeans;15.0.1-open;default;4;0;11463910;241983745;922763629
fj-kmeans;15.0.1-open; -XX:-TieredCompilation;4;0;11486286;239787200;905210267
fj-kmeans;15.0.1-open; -XX:TieredStopAtLevel=1;4;0;14309327;291571656;1250209506
fj-kmeans;15.0.1-open; -XX:TieredStopAtLevel=4;4;0;11640443;248467394;949847117
fj-kmeans;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;4;0;11502304;242025315;923317277
avrora;20.2.0.r11-grl;default;5;0;69869888;927262513;3685662074
avrora;20.2.0.r11-grl; -XX:-UseJVMCICompiler;5;0;73995778;983076882;4091441613
avrora;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;5;0;72315125;960724241;4011650253
avrora;15.0.1.j9-adpt;default;5;0;31741577;436660134;2107986181
avrora;15.0.1.j9-adpt; -XcompilationThreads1;5;0;32180151;441272487;2155451575
avrora;15.0.1.j9-adpt; -XcompilationThreads3;5;0;32995229;454469349;2200241254
avrora;15.0.1.j9-adpt; -XcompilationThreads7;5;0;32085011;440183541;2130950111
avrora;15.0.1.j9-adpt; -Xjit:count=0;5;0;38794761;522585943;2382428166
avrora;15.0.1.j9-adpt; -Xjit:count=1;5;0;32022552;439597304;2161161520
avrora;15.0.1.j9-adpt; -Xjit:count=10;5;0;30852367;424417043;2077562919
avrora;15.0.1.j9-adpt; -Xjit:count=100;5;0;33119181;461495323;2236841808
avrora;15.0.1.j9-adpt; -Xjit:optlevel=cold;5;0;30755200;419893658;2046852304
avrora;15.0.1.j9-adpt; -Xjit:optlevel=warm;5;0;32500971;444327346;2148498954
avrora;15.0.1.j9-adpt; -Xjit:optlevel=hot;5;0;33675824;465824581;2306359819
avrora;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;5;0;48963991;669730068;3473405659
avrora;15.0.1.j9-adpt; -Xjit:optlevel=scorching;5;0;48615090;665571022;3439651229
avrora;15.0.1-open;default;5;0;73799764;981647357;4087718723
avrora;15.0.1-open; -XX:-TieredCompilation;5;0;69999085;930421473;3799693093
avrora;15.0.1-open; -XX:TieredStopAtLevel=1;5;0;69424031;922191267;3804534023
avrora;15.0.1-open; -XX:TieredStopAtLevel=4;5;0;70590612;940491567;3803677275
avrora;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;5;0;70430438;935442353;3881481274
h2;20.2.0.r11-grl;default;5;0;41207151;566948217;2056022568
h2;20.2.0.r11-grl; -XX:-UseJVMCICompiler;5;0;32729729;444478280;1656201082
h2;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;5;0;53479600;719187685;2471667866
h2;15.0.1.j9-adpt;default;5;0;42758035;585539568;2221115835
h2;15.0.1.j9-adpt; -XcompilationThreads1;5;0;47635423;649933947;2592625138
h2;15.0.1.j9-adpt; -XcompilationThreads3;5;0;46775343;643105313;2454098210
h2;15.0.1.j9-adpt; -XcompilationThreads7;5;0;48624156;666754722;2457696651
h2;15.0.1.j9-adpt; -Xjit:count=0;5;0;71304587;956213173;3324235387
h2;15.0.1.j9-adpt; -Xjit:count=1;5;0;53643760;728316030;2627484424
h2;15.0.1.j9-adpt; -Xjit:count=10;5;0;49282176;685955793;2741226930
h2;15.0.1.j9-adpt; -Xjit:count=100;5;0;48375671;666284691;2720783379
h2;15.0.1.j9-adpt; -Xjit:optlevel=cold;5;0;61243366;831549171;2893679603
h2;15.0.1.j9-adpt; -Xjit:optlevel=warm;5;0;50799796;690255660;2483347036
h2;15.0.1.j9-adpt; -Xjit:optlevel=hot;5;0;63171515;891025518;3822079755
h2;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;5;0;124080486;1688970534;7286577904
h2;15.0.1.j9-adpt; -Xjit:optlevel=scorching;5;0;135997077;1847642459;7899199626
h2;15.0.1-open;default;5;0;35720330;486791669;1810379398
h2;15.0.1-open; -XX:-TieredCompilation;5;0;37005466;501668180;1847949126
h2;15.0.1-open; -XX:TieredStopAtLevel=1;5;0;53588290;714194315;2471584432
h2;15.0.1-open; -XX:TieredStopAtLevel=4;5;0;33566727;458146917;1679572910
h2;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;5;0;33253740;452375146;1703235630
pmd;20.2.0.r11-grl;default;5;0;5261977;72698685;303835099
pmd;20.2.0.r11-grl; -XX:-UseJVMCICompiler;5;0;5453198;81727352;350846331
pmd;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;5;0;5226832;67898753;269581890
pmd;15.0.1.j9-adpt;default;5;0;5152611;64859255;288037043
pmd;15.0.1.j9-adpt; -XcompilationThreads1;5;0;5745282;73672299;348339135
pmd;15.0.1.j9-adpt; -XcompilationThreads3;5;0;5170508;65589447;294414468
pmd;15.0.1.j9-adpt; -XcompilationThreads7;5;0;5328263;67121376;285534242
pmd;15.0.1.j9-adpt; -Xjit:count=0;5;0;16367136;211770299;760432990
pmd;15.0.1.j9-adpt; -Xjit:count=1;5;0;4693127;57723870;271108681
pmd;15.0.1.j9-adpt; -Xjit:count=10;5;0;4818783;61654640;295411170
pmd;15.0.1.j9-adpt; -Xjit:count=100;5;0;4606731;57154573;260046454
pmd;15.0.1.j9-adpt; -Xjit:optlevel=cold;5;0;5389416;67764848;277211449
pmd;15.0.1.j9-adpt; -Xjit:optlevel=warm;5;0;6369400;83794734;412118514
pmd;15.0.1.j9-adpt; -Xjit:optlevel=hot;5;0;11281860;159552500;875986710
pmd;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;5;0;12447508;165392251;804862868
