benchmark;jvm;options;iteration;exitcode;duration;DRAM;CPU
als;15.0.1.j9-adpt; -XcompilationThreads1;2;0;64857324;920558849;4137658231
als;15.0.1.j9-adpt; -XcompilationThreads3;2;0;60334464;861607398;3868407822
als;15.0.1.j9-adpt; -XcompilationThreads7;2;0;60835867;863071195;3863846188
als;15.0.1.j9-adpt; -Xjit:count=0;2;0;143814655;1967204232;8283770785
als;15.0.1.j9-adpt; -Xjit:count=1;2;0;66727480;940364913;4234283655
als;15.0.1.j9-adpt; -Xjit:count=10;2;0;57994677;836785076;3949991353
als;15.0.1.j9-adpt; -Xjit:count=100;2;0;58200797;835715162;3842221427
als;15.0.1.j9-adpt; -Xjit:optlevel=cold;2;0;106732097;1470522566;6808023831
als;15.0.1.j9-adpt; -Xjit:optlevel=warm;2;0;73269226;1035500067;4745072081
als;15.0.1.j9-adpt; -Xjit:optlevel=hot;2;0;101617059;1493788602;7721732307
als;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;2;0;239510623;3273662848;15668440968
als;15.0.1.j9-adpt; -Xjit:optlevel=scorching;2;0;281601693;3860974109;18623758597
als;15.0.1-open;default;2;0;47753243;687278524;3035230633
als;15.0.1-open; -XX:-TieredCompilation;2;0;52803836;738816528;3206626617
als;15.0.1-open; -XX:TieredStopAtLevel=1;2;50;14972093;203564282;805080459
als;15.0.1-open; -XX:TieredStopAtLevel=4;2;0;46848546;664525650;2951892223
als;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;2;0;47110442;675890077;3001995611
dotty;20.2.0.r11-grl;default;2;0;38400359;547884539;2251024450
dotty;20.2.0.r11-grl; -XX:-UseJVMCICompiler;2;0;42578231;611773514;2686781025
dotty;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;2;0;73880443;1008172508;3468488557
dotty;15.0.1.j9-adpt;default;2;0;58511644;828605801;3517366301
dotty;15.0.1.j9-adpt; -XcompilationThreads1;2;0;77889944;1078422978;4651425775
dotty;15.0.1.j9-adpt; -XcompilationThreads3;2;0;59874729;848130071;3623389711
dotty;15.0.1.j9-adpt; -XcompilationThreads7;2;0;58517317;828279193;3482955194
dotty;15.0.1.j9-adpt; -Xjit:count=0;2;0;106923798;1442854061;4905014115
dotty;15.0.1.j9-adpt; -Xjit:count=1;2;0;61561416;852514378;3102995963
dotty;15.0.1.j9-adpt; -Xjit:count=10;2;0;54609196;812551666;3768520320
dotty;15.0.1.j9-adpt; -Xjit:count=100;2;0;52598640;774752479;3446937709
dotty;15.0.1.j9-adpt; -Xjit:optlevel=cold;2;0;98234775;1350341311;4885055426
dotty;15.0.1.j9-adpt; -Xjit:optlevel=warm;2;0;67875040;955206203;4095796155
dotty;15.0.1.j9-adpt; -Xjit:optlevel=hot;2;0;163789058;2602043950;12949270805
dotty;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;2;0;310827412;4221881908;18545349680
dotty;15.0.1.j9-adpt; -Xjit:optlevel=scorching;2;0;359105554;4894987385;21344472396
dotty;15.0.1-open;default;2;0;39511391;571299828;2512366249
dotty;15.0.1-open; -XX:-TieredCompilation;2;0;59194484;799791114;3125930657
dotty;15.0.1-open; -XX:TieredStopAtLevel=1;2;0;72991959;982090844;3292309321
dotty;15.0.1-open; -XX:TieredStopAtLevel=4;2;0;40250827;580677075;2529366206
dotty;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;2;0;40703044;587659719;2565454370
neo4j;20.2.0.r11-grl;default;2;0;55155944;857171454;3237899731
neo4j;20.2.0.r11-grl; -XX:-UseJVMCICompiler;2;0;84392760;1268513591;5108754806
neo4j;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;2;0;163075740;2324488133;9274192628
neo4j;15.0.1.j9-adpt;default;2;0;75130485;1111496683;4301008155
neo4j;15.0.1.j9-adpt; -XcompilationThreads1;2;0;84866902;1245303306;4850119969
neo4j;15.0.1.j9-adpt; -XcompilationThreads3;2;0;78856909;1164732374;4533216666
neo4j;15.0.1.j9-adpt; -XcompilationThreads7;2;0;77103425;1135195297;4374506684
neo4j;15.0.1.j9-adpt; -Xjit:count=0;2;0;198284008;2773467032;10531221697
neo4j;15.0.1.j9-adpt; -Xjit:count=1;2;0;120892995;1739546031;6833131982
neo4j;15.0.1.j9-adpt; -Xjit:count=10;2;0;80213677;1190780212;4787495862
neo4j;15.0.1.j9-adpt; -Xjit:count=100;2;0;76994957;1146406616;4547236528
neo4j;15.0.1.j9-adpt; -Xjit:optlevel=cold;2;0;130433848;1866981995;7282504611
neo4j;15.0.1.j9-adpt; -Xjit:optlevel=warm;2;0;91255036;1343453006;5307324243
neo4j;15.0.1.j9-adpt; -Xjit:optlevel=hot;2;0;135282094;2025041812;9149369033
neo4j;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;2;0;337049641;4664175885;20769810294
neo4j;15.0.1.j9-adpt; -Xjit:optlevel=scorching;2;0;484211119;6635623953;29890025043
neo4j;15.0.1-open;default;2;0;79117986;1196317801;4738169144
neo4j;15.0.1-open; -XX:-TieredCompilation;2;0;66184176;1006465839;3825279575
neo4j;15.0.1-open; -XX:TieredStopAtLevel=1;2;0;142166803;2047295493;8072031338
neo4j;15.0.1-open; -XX:TieredStopAtLevel=4;2;0;81748832;1237936831;4907777963
neo4j;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;2;0;78927350;1191559854;4731106236
reactors;20.2.0.r11-grl;default;2;0;373124193;5459822702;22531441038
reactors;20.2.0.r11-grl; -XX:-UseJVMCICompiler;2;0;387348479;5669026242;23167697526
reactors;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;2;0;490629247;7045019731;28868469370
reactors;15.0.1.j9-adpt;default;2;0;220457164;3278089367;12618999434
reactors;15.0.1.j9-adpt; -XcompilationThreads1;2;0;217471314;3237125178;12581231586
reactors;15.0.1.j9-adpt; -XcompilationThreads3;2;0;220235407;3290073292;12623232638
reactors;15.0.1.j9-adpt; -XcompilationThreads7;2;0;229591154;3408496928;12968864017
reactors;15.0.1.j9-adpt; -Xjit:count=0;2;0;322109874;4663841778;17952208376
reactors;15.0.1.j9-adpt; -Xjit:count=1;2;0;269673908;3910094699;14953211842
reactors;15.0.1.j9-adpt; -Xjit:count=10;2;0;239895193;3570398056;13645929240
reactors;15.0.1.j9-adpt; -Xjit:count=100;2;0;214277312;3199065557;12132837287
reactors;15.0.1.j9-adpt; -Xjit:optlevel=cold;2;0;362893512;5201161010;20034100384
reactors;15.0.1.j9-adpt; -Xjit:optlevel=warm;2;0;250017794;3708115727;13872288340
reactors;15.0.1.j9-adpt; -Xjit:optlevel=hot;2;0;620018639;8768889108;35779639178
reactors;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;2;0;647000060;9145354435;37673529532
reactors;15.0.1.j9-adpt; -Xjit:optlevel=scorching;2;0;699926328;9890262874;41686217439
reactors;15.0.1-open;default;2;0;195426767;2968173792;11011112131
reactors;15.0.1-open; -XX:-TieredCompilation;2;0;194660191;2943730955;11190822915
reactors;15.0.1-open; -XX:TieredStopAtLevel=1;2;0;416868560;6090865189;22501432447
reactors;15.0.1-open; -XX:TieredStopAtLevel=4;2;0;196396035;2977504725;11015445005
reactors;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;2;0;203410220;3070494774;11358545446
scrabble;20.2.0.r11-grl;default;2;0;6144190;111084396;438015542
scrabble;20.2.0.r11-grl; -XX:-UseJVMCICompiler;2;0;6541357;122895445;498169990
scrabble;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;2;0;7981970;142027789;641864446
scrabble;15.0.1.j9-adpt;default;2;0;10520301;160147746;668616513
scrabble;15.0.1.j9-adpt; -XcompilationThreads1;2;0;13597800;212831951;936491743
scrabble;15.0.1.j9-adpt; -XcompilationThreads3;2;0;12477675;191598136;808439642
scrabble;15.0.1.j9-adpt; -XcompilationThreads7;2;0;12883979;198484267;812578791
scrabble;15.0.1.j9-adpt; -Xjit:count=0;2;0;23347902;351031618;1432781915
scrabble;15.0.1.j9-adpt; -Xjit:count=1;2;0;14014780;220896718;1008155195
scrabble;15.0.1.j9-adpt; -Xjit:count=10;2;0;12964275;202614198;866726176
scrabble;15.0.1.j9-adpt; -Xjit:count=100;2;0;12173979;190364053;792827926
scrabble;15.0.1.j9-adpt; -Xjit:optlevel=cold;2;0;13116005;197569710;820924534
scrabble;15.0.1.j9-adpt; -Xjit:optlevel=warm;2;0;11814182;186495830;814841358
scrabble;15.0.1.j9-adpt; -Xjit:optlevel=hot;2;0;15846287;247863596;1182903283
scrabble;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;2;0;53784805;887089258;5418537520
scrabble;15.0.1.j9-adpt; -Xjit:optlevel=scorching;2;0;55693293;936740312;5678515188
scrabble;15.0.1-open;default;2;0;6839952;123755106;511872103
scrabble;15.0.1-open; -XX:-TieredCompilation;2;0;7418924;135551988;568311716
scrabble;15.0.1-open; -XX:TieredStopAtLevel=1;2;0;8699647;149833833;734080214
scrabble;15.0.1-open; -XX:TieredStopAtLevel=4;2;0;7175389;131678869;540822590
scrabble;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;2;0;7296693;131780905;541361651
fj-kmeans;20.2.0.r11-grl;default;2;0;11903769;248770105;948662306
fj-kmeans;20.2.0.r11-grl; -XX:-UseJVMCICompiler;2;0;11599338;240583932;911613817
fj-kmeans;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;2;0;15436417;309756763;1319065959
fj-kmeans;15.0.1.j9-adpt;default;2;0;16454789;299343887;1271698650
fj-kmeans;15.0.1.j9-adpt; -XcompilationThreads1;2;0;16185842;300315791;1286006351
fj-kmeans;15.0.1.j9-adpt; -XcompilationThreads3;2;0;15451909;289592433;1230838951
fj-kmeans;15.0.1.j9-adpt; -XcompilationThreads7;2;0;15603876;291706847;1255915059
fj-kmeans;15.0.1.j9-adpt; -Xjit:count=0;2;0;30872038;501560744;2293909838
fj-kmeans;15.0.1.j9-adpt; -Xjit:count=1;2;0;20593496;368218200;1852191243
fj-kmeans;15.0.1.j9-adpt; -Xjit:count=10;2;0;16246895;301721049;1315258351
fj-kmeans;15.0.1.j9-adpt; -Xjit:count=100;2;0;15674633;292685038;1232822528
fj-kmeans;15.0.1.j9-adpt; -Xjit:optlevel=cold;2;0;18607967;339227942;1599290095
fj-kmeans;15.0.1.j9-adpt; -Xjit:optlevel=warm;2;0;15102869;284350883;1217309444
fj-kmeans;15.0.1.j9-adpt; -Xjit:optlevel=hot;2;0;18390273;336880326;1496742262
fj-kmeans;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;2;0;34876903;567555244;2595431528
fj-kmeans;15.0.1.j9-adpt; -Xjit:optlevel=scorching;2;0;32874787;539279559;2516773281
fj-kmeans;15.0.1-open;default;2;0;11659714;246502126;947228960
fj-kmeans;15.0.1-open; -XX:-TieredCompilation;2;0;11437314;239805239;908298212
fj-kmeans;15.0.1-open; -XX:TieredStopAtLevel=1;2;0;14572460;293241299;1269089952
fj-kmeans;15.0.1-open; -XX:TieredStopAtLevel=4;2;0;11456403;244919829;932879265
fj-kmeans;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;2;0;11572283;242898623;928127202
avrora;20.2.0.r11-grl;default;3;0;69451088;922370368;3737635939
avrora;20.2.0.r11-grl; -XX:-UseJVMCICompiler;3;0;73698312;982029766;4102019528
avrora;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;3;0;69526741;923098113;3890268178
avrora;15.0.1.j9-adpt;default;3;0;32194912;444363179;2159979883
avrora;15.0.1.j9-adpt; -XcompilationThreads1;3;0;31198143;430119078;2087617459
avrora;15.0.1.j9-adpt; -XcompilationThreads3;3;0;30713507;417814634;2024565741
avrora;15.0.1.j9-adpt; -XcompilationThreads7;3;0;31736257;439110322;2141808054
avrora;15.0.1.j9-adpt; -Xjit:count=0;3;0;39425444;537669953;2466726900
avrora;15.0.1.j9-adpt; -Xjit:count=1;3;0;32856084;449730097;2213565928
avrora;15.0.1.j9-adpt; -Xjit:count=10;3;0;32321721;443285660;2182170683
avrora;15.0.1.j9-adpt; -Xjit:count=100;3;0;30527808;417599301;2040206935
avrora;15.0.1.j9-adpt; -Xjit:optlevel=cold;3;0;32643238;446587508;2193267884
avrora;15.0.1.j9-adpt; -Xjit:optlevel=warm;3;0;32058733;436980914;2124413446
avrora;15.0.1.j9-adpt; -Xjit:optlevel=hot;3;0;33856433;468115342;2315797905
avrora;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;3;0;45615458;620246990;3210346335
avrora;15.0.1.j9-adpt; -Xjit:optlevel=scorching;3;0;48530253;663192347;3448323875
avrora;15.0.1-open;default;3;0;72752316;972140871;4085898476
avrora;15.0.1-open; -XX:-TieredCompilation;3;0;69964643;930505868;3817540214
avrora;15.0.1-open; -XX:TieredStopAtLevel=1;3;0;67200888;892598313;3671513611
avrora;15.0.1-open; -XX:TieredStopAtLevel=4;3;0;72683179;965080042;4022880325
avrora;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;3;0;71130365;944298772;3871339517
h2;20.2.0.r11-grl;default;3;0;39418504;537786525;1918489352
h2;20.2.0.r11-grl; -XX:-UseJVMCICompiler;3;0;34474674;461755331;1722304673
h2;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;3;0;53671471;721945418;2514498263
h2;15.0.1.j9-adpt;default;3;0;45372843;616004454;2313256407
h2;15.0.1.j9-adpt; -XcompilationThreads1;3;0;47742174;645889331;2533502242
h2;15.0.1.j9-adpt; -XcompilationThreads3;3;0;41003141;562004650;2232813620
h2;15.0.1.j9-adpt; -XcompilationThreads7;3;0;50348974;688133473;2634514130
h2;15.0.1.j9-adpt; -Xjit:count=0;3;0;60614259;815212382;2889797960
h2;15.0.1.j9-adpt; -Xjit:count=1;3;0;52960225;721329530;2676614852
h2;15.0.1.j9-adpt; -Xjit:count=10;3;0;49484104;683366361;2784619642
h2;15.0.1.j9-adpt; -Xjit:count=100;3;0;47809522;652582639;2527460449
h2;15.0.1.j9-adpt; -Xjit:optlevel=cold;3;0;61019660;819186908;2836382815
h2;15.0.1.j9-adpt; -Xjit:optlevel=warm;3;0;52580267;713259210;2565147242
h2;15.0.1.j9-adpt; -Xjit:optlevel=hot;3;0;62981817;887837580;3772722703
h2;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;3;0;128177713;1738887870;7518734048
h2;15.0.1.j9-adpt; -Xjit:optlevel=scorching;3;0;138834329;1885127810;8152496524
h2;15.0.1-open;default;3;0;33544223;457901904;1804864704
h2;15.0.1-open; -XX:-TieredCompilation;3;0;35851269;478004252;1739741885
h2;15.0.1-open; -XX:TieredStopAtLevel=1;3;0;54055367;722470682;2477766972
h2;15.0.1-open; -XX:TieredStopAtLevel=4;3;0;34210683;458515281;1660013817
h2;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;3;0;35531706;479596554;1740042421
pmd;20.2.0.r11-grl;default;3;0;5173454;71747300;296764072
pmd;20.2.0.r11-grl; -XX:-UseJVMCICompiler;3;0;5485077;85426019;361821095
pmd;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;3;0;5185741;67940538;271850439
pmd;15.0.1.j9-adpt;default;3;0;5216088;66294119;282518441
pmd;15.0.1.j9-adpt; -XcompilationThreads1;3;0;5695968;74293863;341052471
pmd;15.0.1.j9-adpt; -XcompilationThreads3;3;0;5217409;69006167;300536767
pmd;15.0.1.j9-adpt; -XcompilationThreads7;3;0;5280402;66588201;280061356
pmd;15.0.1.j9-adpt; -Xjit:count=0;3;0;15815487;206786874;719045217
pmd;15.0.1.j9-adpt; -Xjit:count=1;3;0;4790473;60173691;277005089
pmd;15.0.1.j9-adpt; -Xjit:count=10;3;0;4957511;63213005;301015525
pmd;15.0.1.j9-adpt; -Xjit:count=100;3;0;4643293;59138723;266757191
pmd;15.0.1.j9-adpt; -Xjit:optlevel=cold;3;0;5329617;67216235;274229583
pmd;15.0.1.j9-adpt; -Xjit:optlevel=warm;3;0;6297425;84735990;415029515
pmd;15.0.1.j9-adpt; -Xjit:optlevel=hot;3;0;11334246;163277912;883552974
pmd;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;3;0;12310410;166294568;812810235
pmd;15.0.1.j9-adpt; -Xjit:optlevel=scorching;3;0;12533105;167630701;820059851
pmd;15.0.1-open;default;3;0;5076113;75930397;318076823
pmd;15.0.1-open; -XX:-TieredCompilation;3;0;11954446;181094105;938178568
pmd;15.0.1-open; -XX:TieredStopAtLevel=1;3;0;4786634;58357644;224054724
pmd;15.0.1-open; -XX:TieredStopAtLevel=4;3;0;5117928;77810904;324592431
pmd;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;3;0;5200090;78524940;330054514
sunflow;20.2.0.r11-grl;default;3;0;4819784;72750828;325482749
sunflow;20.2.0.r11-grl; -XX:-UseJVMCICompiler;3;0;5029428;76633723;357670044
sunflow;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;3;0;5049994;78554163;374278584
sunflow;15.0.1.j9-adpt;default;3;0;6143327;90537613;435747298
sunflow;15.0.1.j9-adpt; -XcompilationThreads1;3;0;9717311;144658883;782644298
sunflow;15.0.1.j9-adpt; -XcompilationThreads3;3;0;6163721;90860565;438892370
sunflow;15.0.1.j9-adpt; -XcompilationThreads7;3;0;6107251;90499302;435504928
sunflow;15.0.1.j9-adpt; -Xjit:count=0;3;0;17895455;244838022;914097209
sunflow;15.0.1.j9-adpt; -Xjit:count=1;3;0;6716303;102083727;502845087
sunflow;15.0.1.j9-adpt; -Xjit:count=10;3;0;8578433;130744559;650336775
sunflow;15.0.1.j9-adpt; -Xjit:count=100;3;0;8760235;136360638;685621048
sunflow;15.0.1.j9-adpt; -Xjit:optlevel=cold;3;0;5472190;76158259;385584097
sunflow;15.0.1.j9-adpt; -Xjit:optlevel=warm;3;0;5161568;70498192;336152338
sunflow;15.0.1.j9-adpt; -Xjit:optlevel=hot;3;0;6370731;96033602;491986168
sunflow;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;3;0;15262704;213138149;1458602285
sunflow;15.0.1.j9-adpt; -Xjit:optlevel=scorching;3;0;18692167;258148639;1842418135
sunflow;15.0.1-open;default;3;0;4479281;66936398;311866207
sunflow;15.0.1-open; -XX:-TieredCompilation;3;0;5376448;81163104;383581416
sunflow;15.0.1-open; -XX:TieredStopAtLevel=1;3;0;3929425;54301811;266281118
sunflow;15.0.1-open; -XX:TieredStopAtLevel=4;3;0;4752165;74237191;340616560
sunflow;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;3;0;5007977;79360274;370398222
als;20.2.0.r11-grl;default;3;0;44722741;646283077;2810191781
als;20.2.0.r11-grl; -XX:-UseJVMCICompiler;3;0;48101014;688623287;3061034645
als;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;3;0;71650660;1007060734;4530971311
als;15.0.1.j9-adpt;default;3;0;60549945;860948061;3837448306
als;15.0.1.j9-adpt; -XcompilationThreads1;3;0;66015093;932021746;4213157915
als;15.0.1.j9-adpt; -XcompilationThreads3;3;0;60384702;857034824;3848874180
als;15.0.1.j9-adpt; -XcompilationThreads7;3;0;61538384;874331077;3917410077
als;15.0.1.j9-adpt; -Xjit:count=0;3;0;148924750;2035701704;8613203049
als;15.0.1.j9-adpt; -Xjit:count=1;3;0;66259850;931365928;4187146080
als;15.0.1.j9-adpt; -Xjit:count=10;3;0;59569215;860538418;4072237987
als;15.0.1.j9-adpt; -Xjit:count=100;3;0;58818010;846384602;3931452277
als;15.0.1.j9-adpt; -Xjit:optlevel=cold;3;0;106378193;1466597549;6787099752
als;15.0.1.j9-adpt; -Xjit:optlevel=warm;3;0;70077635;990292088;4571777115
als;15.0.1.j9-adpt; -Xjit:optlevel=hot;3;0;100556179;1471853927;7672694348
als;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;3;0;235195935;3216606057;15434200295
als;15.0.1.j9-adpt; -Xjit:optlevel=scorching;3;0;277947551;3804063969;18452672243
als;15.0.1-open;default;3;0;46714809;666894778;2992721708
als;15.0.1-open; -XX:-TieredCompilation;3;0;53322619;753935041;3255113188
als;15.0.1-open; -XX:TieredStopAtLevel=1;3;50;14878584;203808179;805610243
als;15.0.1-open; -XX:TieredStopAtLevel=4;3;0;47303779;674052517;2966469395
als;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;3;0;47634633;682033164;3015997651
dotty;20.2.0.r11-grl;default;3;0;38680385;550298084;2242050413
dotty;20.2.0.r11-grl; -XX:-UseJVMCICompiler;3;0;43062456;618011584;2706205657
dotty;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;3;0;74999927;1022756790;3476512646
dotty;15.0.1.j9-adpt;default;3;0;59648957;845866942;3600651915
dotty;15.0.1.j9-adpt; -XcompilationThreads1;3;0;82977665;1152639607;4919337626
dotty;15.0.1.j9-adpt; -XcompilationThreads3;3;0;59881872;840085072;3608803567
dotty;15.0.1.j9-adpt; -XcompilationThreads7;3;0;57868934;818431394;3491541172
dotty;15.0.1.j9-adpt; -Xjit:count=0;3;0;106093639;1429407794;4837679876
dotty;15.0.1.j9-adpt; -Xjit:count=1;3;0;61776570;851324803;3121703739
dotty;15.0.1.j9-adpt; -Xjit:count=10;3;0;54006947;799690685;3741625981
dotty;15.0.1.j9-adpt; -Xjit:count=100;3;0;53256603;779756559;3492762299
dotty;15.0.1.j9-adpt; -Xjit:optlevel=cold;3;0;97739819;1344700446;4949914819
dotty;15.0.1.j9-adpt; -Xjit:optlevel=warm;3;0;69458868;995431051;4280434965
dotty;15.0.1.j9-adpt; -Xjit:optlevel=hot;3;0;158225138;2523562400;12582632767
dotty;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;3;0;305277357;4144988683;18122552056
dotty;15.0.1.j9-adpt; -Xjit:optlevel=scorching;3;0;372658536;5058566661;22030727904
dotty;15.0.1-open;default;3;0;40389320;581651332;2538620150
dotty;15.0.1-open; -XX:-TieredCompilation;3;0;60918406;827125176;3180966039
dotty;15.0.1-open; -XX:TieredStopAtLevel=1;3;0;74278482;1001903518;3309177259
dotty;15.0.1-open; -XX:TieredStopAtLevel=4;3;0;39697701;576142400;2537684055
dotty;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;3;0;39828336;572315991;2491755828
neo4j;20.2.0.r11-grl;default;3;0;55439231;860111899;3252264745
neo4j;20.2.0.r11-grl; -XX:-UseJVMCICompiler;3;0;82149893;1229677156;4933751347
neo4j;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;3;0;175213989;2479148704;9797558414
neo4j;15.0.1.j9-adpt;default;3;0;76609984;1130420810;4341173701
neo4j;15.0.1.j9-adpt; -XcompilationThreads1;3;0;84101352;1236491409;4822218977
neo4j;15.0.1.j9-adpt; -XcompilationThreads3;3;0;78269488;1156281467;4477056654
neo4j;15.0.1.j9-adpt; -XcompilationThreads7;3;0;77839266;1148108986;4424265040
neo4j;15.0.1.j9-adpt; -Xjit:count=0;3;0;200204264;2798941562;10559261299
neo4j;15.0.1.j9-adpt; -Xjit:count=1;3;0;130255769;1870802558;7421244613
neo4j;15.0.1.j9-adpt; -Xjit:count=10;3;0;82062151;1223510553;4921587315
neo4j;15.0.1.j9-adpt; -Xjit:count=100;3;0;76635604;1139734348;4514336587
neo4j;15.0.1.j9-adpt; -Xjit:optlevel=cold;3;0;129863972;1856029842;7189535672
neo4j;15.0.1.j9-adpt; -Xjit:optlevel=warm;3;0;94333390;1384261471;5446718479
neo4j;15.0.1.j9-adpt; -Xjit:optlevel=hot;3;0;133807322;1996090709;9044132792
neo4j;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;3;0;340807730;4693008764;21019188928
neo4j;15.0.1.j9-adpt; -Xjit:optlevel=scorching;3;0;487361023;6685491458;30109204720
neo4j;15.0.1-open;default;3;0;80265756;1203836651;4783844076
neo4j;15.0.1-open; -XX:-TieredCompilation;3;0;68500483;1042435818;3949625326
neo4j;15.0.1-open; -XX:TieredStopAtLevel=1;3;0;146616143;2104199576;8411873241
neo4j;15.0.1-open; -XX:TieredStopAtLevel=4;3;0;78233756;1185032246;4678147265
neo4j;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;3;0;78890784;1189696803;4732269867
reactors;20.2.0.r11-grl;default;3;0;389540489;5690308711;23540234781
reactors;20.2.0.r11-grl; -XX:-UseJVMCICompiler;3;0;413698936;6020295592;24967653306
reactors;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;3;0;518950251;7490885522;30883377908
reactors;15.0.1.j9-adpt;default;3;0;217460578;3264674388;12641928697
reactors;15.0.1.j9-adpt; -XcompilationThreads1;3;0;222807218;3301424238;13009048301
reactors;15.0.1.j9-adpt; -XcompilationThreads3;3;0;225104533;3358131744;12935083463
reactors;15.0.1.j9-adpt; -XcompilationThreads7;3;0;212124969;3135803117;11999352338
reactors;15.0.1.j9-adpt; -Xjit:count=0;3;0;322247557;4657028550;18015278528
reactors;15.0.1.j9-adpt; -Xjit:count=1;3;0;256631790;3733640227;14308447622
reactors;15.0.1.j9-adpt; -Xjit:count=10;3;0;238579974;3565982353;13609920176
reactors;15.0.1.j9-adpt; -Xjit:count=100;3;0;216056992;3222530310;12188832506
reactors;15.0.1.j9-adpt; -Xjit:optlevel=cold;3;0;368307541;5276033334;20304753134
reactors;15.0.1.j9-adpt; -Xjit:optlevel=warm;3;0;240253220;3562165553;13223814352
reactors;15.0.1.j9-adpt; -Xjit:optlevel=hot;3;0;616431119;8724804085;35646270927
reactors;15.0.1.j9-adpt; -Xjit:optlevel=veryhot;3;0;652164530;9206702004;38051173524
reactors;15.0.1.j9-adpt; -Xjit:optlevel=scorching;3;0;947076364;13128134431;53588176474
reactors;15.0.1-open;default;3;0;202574736;3072308620;11431627290
reactors;15.0.1-open; -XX:-TieredCompilation;3;0;197142759;2980459095;11202675362
reactors;15.0.1-open; -XX:TieredStopAtLevel=1;3;0;412111731;6048215338;22415966479
reactors;15.0.1-open; -XX:TieredStopAtLevel=4;3;0;211708576;3170291458;11794552814
reactors;15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;3;0;212404233;3193789565;11812265537
scrabble;20.2.0.r11-grl;default;3;0;6166557;110020204;439315710
scrabble;20.2.0.r11-grl; -XX:-UseJVMCICompiler;3;0;6545614;121986074;495996350
scrabble;20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;3;0;8215916;143964891;645632808
scrabble;15.0.1.j9-adpt;default;3;0;11659707;182283099;754948690
scrabble;15.0.1.j9-adpt; -XcompilationThreads1;3;0;13835912;218496776;977598144
scrabble;15.0.1.j9-adpt; -XcompilationThreads3;3;0;13024711;198750075;827849260
scrabble;15.0.1.j9-adpt; -XcompilationThreads7;3;0;14641201;224520830;942779508
scrabble;15.0.1.j9-adpt; -Xjit:count=0;3;0;24767401;374199766;1526523009
scrabble;15.0.1.j9-adpt; -Xjit:count=1;3;0;14848101;240800197;1069698311
scrabble;15.0.1.j9-adpt; -Xjit:count=10;3;0;12035156;191343468;815320178
