benchmark;jvm;options;iteration;duration;CPU;DRAM
neo4j;15.0.1-librca;default;4;80424064.007;5012610000.0;1183200000.0
neo4j;14.0.2-librca;default;4;80413708.47899999;4945880000.0;1182830000.0
neo4j;13.0.2-librca;default;4;83554038.722;5108170000.0;1224260000.0
neo4j;12.0.2-librca;default;4;82869267.124;5148670000.0;1214840000.0
neo4j;11.0.9-librca;default;4;83004697.571;5261520000.0;1227410000.0
neo4j;8.0.275-librca;default;4;63635957.161;3845880000.0;966690000.0
neo4j;20.2.0.r11-grl;default;4;58191206.074999996;3527610000.0;875730000.0
neo4j;20.2.0.r8-grl;default;4;63682761.746;3856960000.0;978060000.0
neo4j;19.3.4.r11-grl;default;4;56675621.761;3457650000.0;856020000.0
neo4j;19.3.4.r8-grl;default;4;60976410.324;3684330000.0;942750000.0
neo4j;15.0.1-open;default;4;80023374.971;4951590000.0;1176260000.0
neo4j;14.0.2-open;default;4;82273670.55499999;5042140000.0;1198280000.0
neo4j;13.0.2-open;default;4;81977127.876;4971300000.0;1203340000.0
neo4j;12.0.2-open;default;4;85320939.381;5314130000.0;1248790000.0
neo4j;11.0.2-open;default;4;84145599.486;5266280000.0;1226960000.0
neo4j;10.0.2-open;default;4;70568158.34200001;4400920000.0;1061640000.0000001
neo4j;9.0.4-open;default;4;78646658.855;4686170000.0;1165020000.0
neo4j;8.0.265-open;default;4;62800136.663;3777600000.0;954140000.0
neo4j;20.2.0.0-mandrel;default;4;68480142.576;4156630000.0;1013010000.0
neo4j;15.0.1-sapmchn;default;4;80418183.422;4939250000.0;1182020000.0
neo4j;14.0.2-sapmchn;default;4;82045938.27399999;5074580000.0;1208710000.0
neo4j;13.0.2-sapmchn;default;4;83459488.192;5075900000.0;1212780000.0
neo4j;12.0.2-sapmchn;default;4;84532909.841;5259090000.0;1235300000.0
neo4j;11.0.9-sapmchn;default;4;81373920.362;5074920000.0;1183850000.0
neo4j;11.0.9-trava;default;4;81250950.317;5046500000.0;1192920000.0
neo4j;8.0.232-trava;default;4;79870222.559;4286149999.9999995;1171740000.0
philosopher;15.0.1.j9-adpt;default;4;2484288.562;109140000.0;26670000.0
philosopher;15.0.1.hs-adpt;default;4;2004988.321;83190000.0;21610000.0
philosopher;14.0.2.j9-adpt;default;4;2392365.5039999997;106540000.0;25770000.0
philosopher;14.0.2.hs-adpt;default;4;1896498.374;73330000.0;19170000.0
philosopher;13.0.2.j9-adpt;default;4;2488045.599;105720000.0;26910000.0
philosopher;13.0.2.hs-adpt;default;4;1984806.5489999999;77590000.0;20310000.0
philosopher;12.0.2.j9-adpt;default;4;2506524.6210000003;106860000.0;26710000.0
philosopher;12.0.2.hs-adpt;default;4;2133081.388;83840000.0;21660000.0
philosopher;11.0.9.j9-adpt;default;4;2391707.895;116470000.0;27140000.0
philosopher;11.0.9.hs-adpt;default;4;2208714.79;88270000.0;23140000.0
philosopher;8.0.275.j9-adpt;default;4;2222629.409;93300000.0;23020000.0
philosopher;8.0.275.hs-adpt;default;4;2139303.746;85450000.0;22060000.0
philosopher;11.0.8-albba;default;4;2161468.758;86850000.0;22420000.0
philosopher;8u272-albba;default;4;2109720.975;84180000.0;22150000.0
philosopher;15.0.1-amzn;default;4;1950739.879;82210000.0;20300000.0
philosopher;11.0.9-amzn;default;4;2211163.7279999997;87630000.0;23250000.0
philosopher;8.0.275-amzn;default;4;2144247.938;84890000.0;22380000.0
philosopher;15.0.1-zulu;default;4;1945011.6269999999;74710000.0;19400000.0
philosopher;14.0.2-zulu;default;4;1883193.4859999998;73100000.0;19510000.0
philosopher;13.0.5-zulu;default;4;1933531.1209999998;78450000.0;20710000.0
philosopher;12.0.2-zulu;default;4;2132531.516;83690000.0;21740000.0
philosopher;11.0.9-zulu;default;4;2104025.44;99530000.0;26560000.0
philosopher;10.0.2-zulu;default;4;2252520.159;90260000.0;23430000.0
philosopher;9.0.7-zulu;default;4;2274809.655;90800000.0;23570000.0
philosopher;8.0.272-zulu;default;4;2141210.159;85870000.0;22280000.0
philosopher;15.0.1-librca;default;4;1918342.989;73930000.0;19520000.0
philosopher;14.0.2-librca;default;4;1953374.32;74710000.0;19340000.0
philosopher;13.0.2-librca;default;4;1971954.425;82140000.0;20670000.0
philosopher;12.0.2-librca;default;4;2150969.29;85170000.0;22360000.0
philosopher;11.0.9-librca;default;4;2126391.865;90540000.0;22590000.0
philosopher;8.0.275-librca;default;4;2144256.205;83170000.0;22040000.0
philosopher;20.2.0.r11-grl;default;4;2155163.184;86290000.0;22580000.0
philosopher;20.2.0.r8-grl;default;4;2103059.75;84230000.0;22170000.0
philosopher;19.3.4.r11-grl;default;4;2121868.332;93000000.0;22160000.0
philosopher;19.3.4.r8-grl;default;4;2076136.514;83330000.0;22010000.0
philosopher;15.0.1-open;default;4;1908359.91;75010000.0;19530000.0
philosopher;14.0.2-open;default;4;1915527.594;72430000.0;18670000.0
philosopher;13.0.2-open;default;4;1938478.237;75090000.0;19570000.0
philosopher;12.0.2-open;default;4;2056366.155;86340000.0;22980000.0
philosopher;11.0.2-open;default;4;2201031.8510000003;92840000.0;22860000.0
philosopher;10.0.2-open;default;4;2322610.5609999998;92760000.0;24370000.0
philosopher;9.0.4-open;default;4;2279500.0769999996;91880000.0;23780000.0
philosopher;8.0.265-open;default;4;2150330.292;84090000.0;22450000.0
philosopher;20.2.0.0-mandrel;default;4;2110351.9639999997;85020000.0;21930000.0
philosopher;15.0.1-sapmchn;default;4;1969313.275;75020000.0;19510000.0
philosopher;14.0.2-sapmchn;default;4;1992002.5720000002;84370000.0;22080000.0
philosopher;13.0.2-sapmchn;default;4;1965924.503;81360000.0;21670000.0
philosopher;12.0.2-sapmchn;default;4;2152584.283;84340000.0;21930000.0
philosopher;11.0.9-sapmchn;default;4;2169309.793;86180000.0;22900000.0
philosopher;11.0.9-trava;default;4;2216478.332;88230000.0;23430000.0
philosopher;8.0.232-trava;default;4;2111618.8170000003;83390000.0;21910000.0
reactors;15.0.1.j9-adpt;default;4;52156753.904;3177250000.0;765090000.0
reactors;15.0.1.hs-adpt;default;4;44742766.283;2704160000.0;669940000.0
reactors;14.0.2.j9-adpt;default;4;55756967.224999994;3404640000.0;820010000.0
reactors;14.0.2.hs-adpt;default;4;48545985.999000005;2986400000.0;748780000.0
reactors;13.0.2.j9-adpt;default;4;47647600.419;2923770000.0;699050000.0
reactors;13.0.2.hs-adpt;default;4;48949806.865;2936990000.0;735130000.0
reactors;12.0.2.j9-adpt;default;4;100192618.319;6363360000.0;1434480000.0
reactors;12.0.2.hs-adpt;default;4;86775052.20899999;5567930000.0;1277110000.0
reactors;11.0.9.j9-adpt;default;4;64111638.32299999;4013260000.0;946040000.0
reactors;11.0.9.hs-adpt;default;4;86318805.29599999;5448370000.0;1255990000.0
reactors;8.0.275.j9-adpt;default;4;62367809.872999996;4292200000.0;978420000.0
reactors;8.0.275.hs-adpt;default;4;76858587.91;4911800000.0;1136750000.0
reactors;11.0.8-albba;default;4;89376535.904;5694540000.0;1297680000.0
reactors;8u272-albba;default;4;83135570.934;5429950000.0;1233880000.0
reactors;15.0.1-amzn;default;4;44328919.934;2715450000.0;682500000.0
reactors;11.0.9-amzn;default;4;87831048.688;5625540000.0;1283990000.0
reactors;8.0.275-amzn;default;4;83143720.624;5278970000.0;1214560000.0
reactors;15.0.1-zulu;default;4;46595473.822000004;2817490000.0;708250000.0
reactors;14.0.2-zulu;default;4;48183758.693;2965610000.0;740960000.0
reactors;13.0.5-zulu;default;4;45932545.959;2768110000.0;684160000.0
reactors;12.0.2-zulu;default;4;82247868.85000001;5178920000.0;1195250000.0
reactors;11.0.9-zulu;default;4;87315885.96800001;5535030000.0;1279490000.0
reactors;10.0.2-zulu;default;4;45388160.387;2763870000.0;693540000.0
reactors;9.0.7-zulu;default;4;43815191.366000004;2695220000.0;668490000.0
reactors;8.0.272-zulu;default;4;80262980.11199999;5140520000.0;1176250000.0
reactors;15.0.1-librca;default;4;46220871.197000004;2793850000.0;696720000.0
reactors;14.0.2-librca;default;4;47595031.469;2861900000.0;717310000.0
reactors;13.0.2-librca;default;4;46115138.819000006;2798800000.0;689760000.0
reactors;12.0.2-librca;default;4;88467718.011;5628600000.0;1293690000.0
reactors;11.0.9-librca;default;4;91339564.08500001;5772300000.0;1316960000.0
reactors;8.0.275-librca;default;4;75865446.613;4926850000.0;1122120000.0
reactors;20.2.0.r11-grl;default;4;76098989.238;4812360000.0;1110470000.0
reactors;20.2.0.r8-grl;default;4;72770470.05;4637800000.0;1076450000.0
reactors;19.3.4.r11-grl;default;4;80834509.272;5031580000.0;1174840000.0
reactors;19.3.4.r8-grl;default;4;66959438.777;4321320000.0;1010380000.0
reactors;15.0.1-open;default;4;44377016.826000005;2616630000.0;661630000.0
reactors;14.0.2-open;default;4;47160633.731;2883190000.0;721870000.0
reactors;13.0.2-open;default;4;47126914.209;2892350000.0;713840000.0
reactors;12.0.2-open;default;4;93512486.85900001;5982160000.0;1353440000.0
reactors;11.0.2-open;default;4;92958346.763;5934790000.0;1344880000.0
reactors;10.0.2-open;default;4;42441530.979;2584130000.0;642170000.0
reactors;9.0.4-open;default;4;43838265.672;2675000000.0;664430000.0
reactors;8.0.265-open;default;4;75655021.07599999;4784400000.0;1107300000.0
reactors;20.2.0.0-mandrel;default;4;83857945.727;5281550000.0;1212280000.0
reactors;15.0.1-sapmchn;default;4;47126405.138000004;2825490000.0;715090000.0
reactors;14.0.2-sapmchn;default;4;46630068.063;2814350000.0;711180000.0
reactors;13.0.2-sapmchn;default;4;45969093.304;2784500000.0;684300000.0
reactors;12.0.2-sapmchn;default;4;89684898.43;5712510000.0;1303470000.0
reactors;11.0.9-sapmchn;default;4;85463398.78400001;5391910000.0;1251010000.0
reactors;11.0.9-trava;default;4;81930831.766;5165310000.0;1192270000.0
reactors;8.0.232-trava;default;4;113046896.906;6840840000.0;1604840000.0
scrabble;15.0.1.j9-adpt;default;4;12184865.624;857470000.0;189670000.0
scrabble;15.0.1.hs-adpt;default;4;6949436.666999999;545050000.0;126400000.0
scrabble;14.0.2.j9-adpt;default;4;11525260.125;778840000.0;177040000.0
scrabble;14.0.2.hs-adpt;default;4;6287233.243;518860000.0;119820000.0
scrabble;13.0.2.j9-adpt;default;4;11904542.843;781680000.0;180360000.0
scrabble;13.0.2.hs-adpt;default;4;6530068.642;508890000.0;118310000.0
scrabble;12.0.2.j9-adpt;default;4;12794301.492;834770000.0;192360000.0
scrabble;12.0.2.hs-adpt;default;4;6493852.673;511760000.0;119480000.0
scrabble;11.0.9.j9-adpt;default;4;9876189.228;687790000.0;155190000.0
scrabble;11.0.9.hs-adpt;default;4;6582552.007;527640000.0;123180000.0
scrabble;8.0.275.j9-adpt;default;4;11182043.179000001;809040000.0;175380000.0
scrabble;8.0.275.hs-adpt;default;4;15647283.907;1360730000.0;264680000.0
scrabble;11.0.8-albba;default;4;6417222.0940000005;504990000.0;119290000.0
scrabble;8u272-albba;default;4;9975310.933;633930000.0;166670000.0
scrabble;15.0.1-amzn;default;4;6872662.434;540200000.0;126150000.0
scrabble;11.0.9-amzn;default;4;6452713.9690000005;529789999.99999994;119640000.0
scrabble;8.0.275-amzn;default;4;15349439.764;1340850000.0;259910000.00000003
scrabble;15.0.1-zulu;default;4;6696622.6899999995;526830000.00000006;122440000.0
scrabble;14.0.2-zulu;default;4;6180752.8889999995;509210000.0;119670000.0
scrabble;13.0.5-zulu;default;4;6196809.784;506180000.0;117290000.0
scrabble;12.0.2-zulu;default;4;6562771.106;512570000.00000006;119820000.0
scrabble;11.0.9-zulu;default;4;6507212.107;504840000.0;118140000.0
scrabble;10.0.2-zulu;default;4;7148084.685;577180000.0;133750000.0
scrabble;9.0.7-zulu;default;4;10569246.558;690650000.0;174370000.0
scrabble;8.0.272-zulu;default;4;15210339.758;1325080000.0;259320000.0
scrabble;15.0.1-librca;default;4;7026401.132;558780000.0;128919999.99999999
scrabble;14.0.2-librca;default;4;6201731.557999999;508630000.0;119000000.0
scrabble;13.0.2-librca;default;4;6101811.573;486750000.0;112900000.0
scrabble;12.0.2-librca;default;4;6548349.144;510600000.0;119940000.0
scrabble;11.0.9-librca;default;4;6233351.816;503920000.0;119190000.0
scrabble;8.0.275-librca;default;4;15603113.371;1363020000.0;267680000.0
scrabble;20.2.0.r11-grl;default;4;6029104.633;451540000.0;108460000.0
scrabble;20.2.0.r8-grl;default;4;14898025.95;1267900000.0;246640000.0
scrabble;19.3.4.r11-grl;default;4;6631562.643999999;523250000.0;124310000.0
scrabble;19.3.4.r8-grl;default;4;15245375.904;1307730000.0;257279999.99999997
scrabble;15.0.1-open;default;4;6999171.016;555650000.0;128630000.0
scrabble;14.0.2-open;default;4;6223152.807;504000000.0;117020000.0
scrabble;13.0.2-open;default;4;6431359.205;519429999.99999994;121660000.0
scrabble;12.0.2-open;default;4;6488218.45;510580000.0;119230000.0
scrabble;11.0.2-open;default;4;6860474.853999999;552230000.0;129240000.00000001
scrabble;10.0.2-open;default;4;7166772.415;569190000.0;131520000.00000001
scrabble;9.0.4-open;default;4;10319083.186;682000000.0;171650000.0
scrabble;8.0.265-open;default;4;15045858.329;1343440000.0;261750000.0
scrabble;20.2.0.0-mandrel;default;4;6507470.434;516760000.0;120170000.0
scrabble;15.0.1-sapmchn;default;4;6832791.757;548280000.0;126830000.0
scrabble;14.0.2-sapmchn;default;4;6476589.910999999;536070000.00000006;125090000.0
scrabble;13.0.2-sapmchn;default;4;6369958.756;512590000.00000006;118440000.0
scrabble;12.0.2-sapmchn;default;4;6357018.083;502470000.0;117340000.0
scrabble;11.0.9-sapmchn;default;4;6394097.072;504990000.0;118410000.0
scrabble;11.0.9-trava;default;4;6582424.6850000005;527120000.0;125240000.0
scrabble;8.0.232-trava;default;4;9917144.894;611230000.0;160170000.0
avrora;15.0.1.j9-adpt;default;5;35054949.602;2398030000.0;475680000.0
avrora;15.0.1.hs-adpt;default;5;76662415.882;4399750000.0;1005060000.0
avrora;14.0.2.j9-adpt;default;5;33751906.888000004;2328860000.0;454880000.0
avrora;14.0.2.hs-adpt;default;5;67389258.631;3530730000.0;879130000.0
avrora;13.0.2.j9-adpt;default;5;34521987.296;2355080000.0;464950000.0
avrora;13.0.2.hs-adpt;default;5;75883467.147;4305720000.0;991910000.0
avrora;12.0.2.j9-adpt;default;5;35695527.927999996;2461000000.0;484560000.0
avrora;12.0.2.hs-adpt;default;5;73618555.606;4222060000.0000005;962910000.0
avrora;11.0.9.j9-adpt;default;5;35149395.446;2404420000.0;477780000.0
avrora;11.0.9.hs-adpt;default;5;70807670.123;3736390000.0;925140000.0
avrora;8.0.275.j9-adpt;default;5;33647830.497;2316450000.0;454460000.0
avrora;8.0.275.hs-adpt;default;5;74863372.92899999;4175550000.0;980330000.0
avrora;11.0.8-albba;default;5;75929470.095;4353400000.0;993520000.0
avrora;8u272-albba;default;5;77374099.611;4416370000.0;1012570000.0
avrora;15.0.1-amzn;default;5;77306636.582;4435680000.0;1010280000.0
avrora;11.0.9-amzn;default;5;75638247.253;4344770000.0;988970000.0
avrora;8.0.275-amzn;default;5;74977101.597;4158760000.0;978790000.0
avrora;15.0.1-zulu;default;5;75707746.573;4245270000.0000005;989850000.0
avrora;14.0.2-zulu;default;5;74583289.797;4129500000.0;974810000.0
avrora;13.0.5-zulu;default;5;75978550.947;4339100000.0;993240000.0
avrora;12.0.2-zulu;default;5;75767170.842;4358060000.0;990880000.0
avrora;11.0.9-zulu;default;5;75118047.527;4261560000.0000005;981810000.0
avrora;10.0.2-zulu;default;5;73721608.37200001;4171700000.0;965410000.0
avrora;9.0.7-zulu;default;5;69347210.75199999;3660290000.0;905470000.0
avrora;8.0.272-zulu;default;5;75294843.492;4197270000.0000005;986140000.0
avrora;15.0.1-librca;default;5;76682154.951;4405090000.0;1004120000.0
avrora;14.0.2-librca;default;5;72302762.624;3899760000.0;944700000.0
avrora;13.0.2-librca;default;5;77456242.287;4442610000.0;1012130000.0
avrora;12.0.2-librca;default;5;75596812.302;4321190000.0;990730000.0
avrora;11.0.9-librca;default;5;76217076.882;4348650000.0;997310000.0
avrora;8.0.275-librca;default;5;78064702.438;4468970000.0;1022170000.0
avrora;20.2.0.r11-grl;default;5;69304670.56400001;3591000000.0;905280000.0
avrora;20.2.0.r8-grl;default;5;78424284.63900001;4470290000.0;1027329999.9999999
avrora;19.3.4.r11-grl;default;5;74498208.744;4203050000.0;975100000.0
avrora;19.3.4.r8-grl;default;5;77626526.47;4427900000.0;1017400000.0
avrora;15.0.1-open;default;5;77277653.023;4448950000.0;1014670000.0
avrora;14.0.2-open;default;5;76736001.76099999;4413290000.0;1005890000.0
avrora;13.0.2-open;default;5;74685805.509;4262939999.9999995;976880000.0
avrora;12.0.2-open;default;5;74947752.045;4296340000.0;980450000.0
avrora;11.0.2-open;default;5;77326241.081;4441660000.0;1013690000.0
avrora;10.0.2-open;default;5;72873385.516;3975160000.0;952930000.0
avrora;9.0.4-open;default;5;76307776.839;4344740000.0;1000110000.0
avrora;8.0.265-open;default;5;75352577.71700001;4012940000.0;983710000.0
avrora;20.2.0.0-mandrel;default;5;78054009.33299999;4480370000.0;1022190000.0
avrora;15.0.1-sapmchn;default;5;76707832.06500001;4418270000.0;1005130000.0
avrora;14.0.2-sapmchn;default;5;71620373.019;4034360000.0;940110000.0
avrora;13.0.2-sapmchn;default;5;76328551.266;4395570000.0;1000170000.0
avrora;12.0.2-sapmchn;default;5;73986741.11600001;4136819999.9999995;969320000.0
avrora;11.0.9-sapmchn;default;5;74720684.237;4047960000.0;977400000.0
avrora;11.0.9-trava;default;5;76678351.766;4395300000.0;1003890000.0
avrora;8.0.232-trava;default;5;73545933.405;3961450000.0;962130000.0
h2;15.0.1.j9-adpt;default;5;46323993.171;2455410000.0;624630000.0
h2;15.0.1.hs-adpt;default;5;33474857.776999995;1762820000.0;449330000.0
h2;14.0.2.j9-adpt;default;5;46958221.335;2530560000.0;632520000.0
h2;14.0.2.hs-adpt;default;5;33374258.847;1792410000.0;446210000.0
h2;13.0.2.j9-adpt;default;5;47176841.535000004;2526490000.0;633220000.0
h2;13.0.2.hs-adpt;default;5;35178466.944;1831520000.0;468460000.0
h2;12.0.2.j9-adpt;default;5;47931174.805;2599480000.0;640220000.0
h2;12.0.2.hs-adpt;default;5;35571129.775000006;1880830000.0;472600000.0
h2;11.0.9.j9-adpt;default;5;46098092.003;2498670000.0;616740000.0
h2;11.0.9.hs-adpt;default;5;35237113.841000006;1856880000.0;470380000.0
h2;8.0.275.j9-adpt;default;5;46332972.835;2508390000.0;628650000.0
h2;8.0.275.hs-adpt;default;5;38127913.694;2001730000.0;513620000.0
h2;11.0.8-albba;default;5;32875448.922;1702870000.0;438200000.0
h2;8u272-albba;default;5;45543768.71;2373610000.0;614660000.0
h2;15.0.1-amzn;default;5;36342351.972;1871610000.0;486590000.0
h2;11.0.9-amzn;default;5;34623687.468;1822170000.0;461470000.0
h2;8.0.275-amzn;default;5;42132071.238;2187850000.0;564710000.0
h2;15.0.1-zulu;default;5;36026594.541999996;2059860000.0000002;486360000.0
h2;14.0.2-zulu;default;5;35341096.503000006;1847010000.0;471280000.0
h2;13.0.5-zulu;default;5;31667797.305;1676310000.0;422030000.0
h2;12.0.2-zulu;default;5;34831932.586;1861460000.0;463590000.0
h2;11.0.9-zulu;default;5;32300553.243000004;1729310000.0;427560000.0
h2;10.0.2-zulu;default;5;34279096.053;1827460000.0;458410000.0
h2;9.0.7-zulu;default;5;35819920.172000006;1905230000.0;481260000.0
h2;8.0.272-zulu;default;5;39607570.017;2090130000.0;531440000.00000006
h2;15.0.1-librca;default;5;37212661.566999994;1959550000.0;500460000.0
h2;14.0.2-librca;default;5;35064318.491000004;1794090000.0;467890000.0
h2;13.0.2-librca;default;5;35199542.024000004;1826140000.0;465750000.0
h2;12.0.2-librca;default;5;36142338.957;1926020000.0;481520000.0
h2;11.0.9-librca;default;5;35985197.275;1977390000.0;482300000.0
h2;8.0.275-librca;default;5;39867559.239;2103730000.0;531640000.0
h2;20.2.0.r11-grl;default;5;39915326.563999996;2071159999.9999998;537280000.0
h2;20.2.0.r8-grl;default;5;41334988.717;2188710000.0;556470000.0
h2;19.3.4.r11-grl;default;5;39146216.004;1992040000.0;522150000.0
h2;19.3.4.r8-grl;default;5;41055891.451;2194040000.0;551090000.0
h2;15.0.1-open;default;5;33793952.594;1780500000.0;446270000.0
h2;14.0.2-open;default;5;35012104.51;1830130000.0;468440000.0
h2;13.0.2-open;default;5;35592782.909;1879620000.0;477120000.0
h2;12.0.2-open;default;5;32862838.488;1724410000.0;438430000.0
h2;11.0.2-open;default;5;35890857.938;1921620000.0;483200000.0
h2;10.0.2-open;default;5;33938319.059999995;1802100000.0;452620000.0
h2;9.0.4-open;default;5;35231641.638;1856730000.0;472250000.0
h2;8.0.265-open;default;5;39923254.877;2085219999.9999998;535240000.0
h2;20.2.0.0-mandrel;default;5;35912927.334;1937280000.0;480000000.0
h2;15.0.1-sapmchn;default;5;34117396.192999996;1802070000.0;457520000.0
h2;14.0.2-sapmchn;default;5;35767973.126;1894630000.0;477060000.0
h2;13.0.2-sapmchn;default;5;35746005.771;1901290000.0;478010000.0
h2;12.0.2-sapmchn;default;5;34839823.318;1874230000.0;465020000.0
h2;11.0.9-sapmchn;default;5;34153913.203;1815410000.0;454500000.0
h2;11.0.9-trava;default;5;35364035.12;1833800000.0;471300000.0
h2;8.0.232-trava;default;5;43038089.885;2213430000.0;579050000.0
lusearch;15.0.1.j9-adpt;default;5;3569412.738;222650000.0;44500000.0
lusearch;15.0.1.hs-adpt;default;5;3341082.745;237920000.0;52600000.0
lusearch;14.0.2.j9-adpt;default;5;3834798.136;243550000.0;47840000.0
lusearch;14.0.2.hs-adpt;default;5;4499869.845;350050000.0;77550000.0
lusearch;13.0.2.j9-adpt;default;5;3685504.4280000003;233730000.0;45930000.0
lusearch;13.0.2.hs-adpt;default;5;3197478.563;216450000.0;48210000.0
lusearch;12.0.2.j9-adpt;default;5;3578949.858;204630000.0;42560000.0
lusearch;12.0.2.hs-adpt;default;5;3274849.469;225180000.0;49110000.0
lusearch;11.0.9.j9-adpt;default;5;3520346.291;225330000.0;44500000.0
lusearch;11.0.9.hs-adpt;default;5;3332298.326;231500000.0;52150000.0
lusearch;8.0.275.j9-adpt;default;5;3797683.5009999997;251620000.0;49050000.0
lusearch;8.0.275.hs-adpt;default;5;3267719.08;221930000.0;49810000.0
lusearch;11.0.8-albba;default;5;3563264.34;241530000.0;54830000.0
lusearch;8u272-albba;default;5;3493514.877;250250000.0;57360000.0
lusearch;15.0.1-amzn;default;5;3251539.712;228460000.0;50430000.0
lusearch;11.0.9-amzn;default;5;3181848.419;215060000.0;48730000.0
lusearch;8.0.275-amzn;default;5;3422492.477;230430000.0;50650000.0
lusearch;15.0.1-zulu;default;5;4266207.653999999;307650000.0;66220000.0
lusearch;14.0.2-zulu;default;5;3991307.109;299420000.0;65879999.99999999
lusearch;13.0.5-zulu;default;5;3390053.8419999997;234380000.0;52560000.0
lusearch;12.0.2-zulu;default;5;3470668.198;251240000.0;56120000.0
lusearch;11.0.9-zulu;default;5;3676941.186;245070000.0;55410000.0
lusearch;10.0.2-zulu;default;5;3328552.809;235710000.0;52610000.0
lusearch;9.0.7-zulu;default;5;3663847.277;258959999.99999997;56540000.0
lusearch;8.0.272-zulu;default;5;3339465.725;232910000.0;51510000.0
lusearch;15.0.1-librca;default;5;3190883.4979999997;223980000.0;50630000.0
lusearch;14.0.2-librca;default;5;4074109.1909999996;279890000.0;60780000.0
lusearch;13.0.2-librca;default;5;3346471.013;237480000.0;53400000.0
lusearch;12.0.2-librca;default;5;3327262.8329999996;234100000.0;51960000.0
lusearch;11.0.9-librca;default;5;3285311.443;240420000.0;55630000.0
lusearch;8.0.275-librca;default;5;3371842.071;236560000.0;52150000.0
lusearch;20.2.0.r11-grl;default;5;3487041.834;216560000.0;51170000.0
lusearch;20.2.0.r8-grl;default;5;3031927.9639999997;200190000.0;46830000.0
lusearch;19.3.4.r11-grl;default;5;3247161.804;211370000.0;48880000.0
lusearch;19.3.4.r8-grl;default;5;3297676.4850000003;201880000.0;47430000.0
lusearch;15.0.1-open;default;5;3053453.726;208890000.0;46530000.0
lusearch;14.0.2-open;default;5;3081831.199;212500000.0;46300000.0
lusearch;13.0.2-open;default;5;3403420.8619999997;238450000.0;53050000.0
lusearch;12.0.2-open;default;5;3275345.636;231470000.0;51470000.0
lusearch;11.0.2-open;default;5;3604106.949;239630000.0;53860000.0
lusearch;10.0.2-open;default;5;3479399.252;247970000.0;55300000.0
lusearch;9.0.4-open;default;5;3546909.263;251660000.0;55850000.0
lusearch;8.0.265-open;default;5;3861375.067;277610000.0;61110000.0
lusearch;20.2.0.0-mandrel;default;5;3649693.636;261490000.0;57310000.0
lusearch;15.0.1-sapmchn;default;5;3430547.1829999997;228760000.0;51150000.0
lusearch;14.0.2-sapmchn;default;5;3619512.702;259790000.00000003;58810000.0
lusearch;13.0.2-sapmchn;default;5;3126548.446;208620000.0;46200000.0
lusearch;12.0.2-sapmchn;default;5;3334036.7180000003;229980000.0;51240000.0
lusearch;11.0.9-sapmchn;default;5;3250698.8589999997;224450000.0;50690000.0
lusearch;11.0.9-trava;default;5;3249799.645;226760000.0;50050000.0
lusearch;8.0.232-trava;default;5;3724915.5549999997;244190000.0;54850000.0
pmd;15.0.1.j9-adpt;default;5;4243253.212;249480000.0;53940000.0
pmd;15.0.1.hs-adpt;default;5;4998533.392;345610000.0;76230000.0
pmd;14.0.2.j9-adpt;default;5;4601351.245;283360000.0;59990000.0
pmd;14.0.2.hs-adpt;default;5;5003056.818;342430000.0;75800000.0
pmd;13.0.2.j9-adpt;default;5;4798957.043;301610000.0;64160000.0
pmd;13.0.2.hs-adpt;default;5;5101602.205;360880000.0;80650000.0
pmd;12.0.2.j9-adpt;default;5;4874628.462;281490000.0;61130000.0
pmd;12.0.2.hs-adpt;default;5;5212249.1110000005;369190000.0;80250000.0
pmd;11.0.9.j9-adpt;default;5;4348517.745;263649999.99999997;56130000.0
pmd;11.0.9.hs-adpt;default;5;5158910.072000001;359210000.0;78010000.0
pmd;8.0.275.j9-adpt;default;5;4417444.275;280320000.0;57640000.0
pmd;8.0.275.hs-adpt;default;5;4966796.632;328020000.0;70610000.0
pmd;11.0.8-albba;default;5;5259152.751;374240000.0;81380000.0
pmd;8u272-albba;default;5;5156554.125999999;348100000.0;74410000.0
pmd;15.0.1-amzn;default;5;4557359.8950000005;322400000.0;71270000.0
pmd;11.0.9-amzn;default;5;5101211.467;356990000.0;77240000.0
pmd;8.0.275-amzn;default;5;5051503.339;341230000.0;74750000.0
pmd;15.0.1-zulu;default;5;4561807.035;331080000.0;73320000.0
pmd;14.0.2-zulu;default;5;5029852.635;345900000.0;76410000.0
pmd;13.0.5-zulu;default;5;4980935.152;351120000.0;76800000.0
pmd;12.0.2-zulu;default;5;5245332.925;362930000.0;79170000.0
pmd;11.0.9-zulu;default;5;5222306.807;366830000.0;79050000.0
pmd;10.0.2-zulu;default;5;5086594.311;371590000.0;80250000.0
pmd;9.0.7-zulu;default;5;5503258.575;387610000.0;84770000.0
pmd;8.0.272-zulu;default;5;5106217.571;336220000.0;72850000.0
pmd;15.0.1-librca;default;5;4860593.66;336280000.0;73670000.0
pmd;14.0.2-librca;default;5;4904163.537;349340000.0;77140000.0
pmd;13.0.2-librca;default;5;5251444.16;367180000.0;80120000.0
pmd;12.0.2-librca;default;5;5248186.591999999;381310000.0;82290000.0
pmd;11.0.9-librca;default;5;5009580.134000001;342790000.0;74670000.0
pmd;8.0.275-librca;default;5;5015870.944;340210000.0;72900000.0
pmd;20.2.0.r11-grl;default;5;4822160.921;308280000.0;69050000.0
