benchmark;jvm;options;iteration;duration;CPU;DRAM
philosopher;15.0.1-amzn;default;2;1967632.871;73330000.0;19300000.0
philosopher;11.0.9-amzn;default;2;2137251.8710000003;86490000.0;22340000.0
philosopher;8.0.275-amzn;default;2;2107762.165;84160000.0;21860000.0
philosopher;15.0.1-zulu;default;2;1935370.1670000001;73700000.0;19570000.0
philosopher;14.0.2-zulu;default;2;1856707.334;71210000.0;18490000.0
philosopher;13.0.5-zulu;default;2;1965998.011;76440000.0;20170000.0
philosopher;12.0.2-zulu;default;2;2131639.0470000003;91590000.0;23920000.0
philosopher;11.0.9-zulu;default;2;2269506.406;92440000.0;24600000.0
philosopher;10.0.2-zulu;default;2;2234055.56;90830000.0;23850000.0
philosopher;9.0.7-zulu;default;2;2302800.018;92160000.0;23580000.0
philosopher;8.0.272-zulu;default;2;2159990.245;86350000.0;22540000.0
philosopher;15.0.1-librca;default;2;1978500.516;75080000.0;19170000.0
philosopher;14.0.2-librca;default;2;1909385.54;73810000.0;19220000.0
philosopher;13.0.2-librca;default;2;1968749.25;81990000.0;20570000.0
philosopher;12.0.2-librca;default;2;2221236.533;86820000.0;22790000.0
philosopher;11.0.9-librca;default;2;2233574.437;88950000.0;23150000.0
philosopher;8.0.275-librca;default;2;2095175.6509999998;83670000.0;21980000.0
philosopher;20.2.0.r11-grl;default;2;2110896.211;83410000.0;21700000.0
philosopher;20.2.0.r8-grl;default;2;2074838.4880000001;82210000.0;21520000.0
philosopher;19.3.4.r11-grl;default;2;2099061.536;87350000.0;22060000.0
philosopher;19.3.4.r8-grl;default;2;2128534.473;87460000.0;21830000.0
philosopher;15.0.1-open;default;2;1982597.15;74430000.0;19650000.0
philosopher;14.0.2-open;default;2;1890417.153;74500000.0;19530000.0
philosopher;13.0.2-open;default;2;2040309.078;78710000.0;20940000.0
philosopher;12.0.2-open;default;2;2151846.928;89710000.0;22870000.0
philosopher;11.0.2-open;default;2;2110148.037;84300000.0;22280000.0
philosopher;10.0.2-open;default;2;2343967.084;93170000.0;24540000.0
philosopher;9.0.4-open;default;2;2277361.534;92700000.0;24190000.0
philosopher;8.0.265-open;default;2;2198842.423;86970000.0;22700000.0
philosopher;20.2.0.0-mandrel;default;2;2143788.743;82730000.0;21940000.0
philosopher;15.0.1-sapmchn;default;2;1937807.041;74220000.0;19590000.0
philosopher;14.0.2-sapmchn;default;2;1868434.6919999998;85730000.0;23420000.0
philosopher;13.0.2-sapmchn;default;2;1969399.142;78950000.0;20370000.0
philosopher;12.0.2-sapmchn;default;2;2051185.4039999999;81760000.0;21690000.0
philosopher;11.0.9-sapmchn;default;2;2088166.109;84410000.0;22300000.0
philosopher;11.0.9-trava;default;2;2306765.1350000002;91080000.0;24120000.0
philosopher;8.0.232-trava;default;2;2052240.4870000002;81870000.0;21510000.0
reactors;15.0.1.j9-adpt;default;2;50458254.064;3090180000.0;745330000.0
reactors;15.0.1.hs-adpt;default;2;44338018.141;2676140000.0;664400000.0
reactors;14.0.2.j9-adpt;default;2;49864821.29;3010520000.0;731160000.0
reactors;14.0.2.hs-adpt;default;2;48219175.651;2900320000.0;730280000.0
reactors;13.0.2.j9-adpt;default;2;53304148.219;3245370000.0;786520000.0
reactors;13.0.2.hs-adpt;default;2;47230401.151;2868900000.0;711570000.0
reactors;12.0.2.j9-adpt;default;2;91568715.603;5732970000.0;1302750000.0
reactors;12.0.2.hs-adpt;default;2;92761891.558;5893950000.0;1335740000.0
reactors;11.0.9.j9-adpt;default;2;58346956.083000004;3706840000.0;861070000.0
reactors;11.0.9.hs-adpt;default;2;91216946.252;5822010000.0;1322070000.0
reactors;8.0.275.j9-adpt;default;2;67455791.83399999;4451820000.0;1034869999.9999999
reactors;8.0.275.hs-adpt;default;2;74582871.272;4901160000.0;1111470000.0
reactors;11.0.8-albba;default;2;85516846.17300001;5434600000.0;1241690000.0
reactors;8u272-albba;default;2;87983581.801;5750740000.0;1298350000.0
reactors;15.0.1-amzn;default;2;44585141.349;2695660000.0;679170000.0
reactors;11.0.9-amzn;default;2;90304279.293;5774450000.0;1309930000.0
reactors;8.0.275-amzn;default;2;84711994.115;5301990000.0;1222520000.0
reactors;15.0.1-zulu;default;2;45847505.014;2726030000.0;690750000.0
reactors;14.0.2-zulu;default;2;46475254.239;2818270000.0;707860000.0
reactors;13.0.5-zulu;default;2;43275234.869;2606590000.0;647110000.0
reactors;12.0.2-zulu;default;2;91828426.874;5809260000.0;1329840000.0
reactors;11.0.9-zulu;default;2;90640185.18599999;5831840000.0;1333440000.0
reactors;10.0.2-zulu;default;2;42654635.173;2628730000.0;651050000.0
reactors;9.0.7-zulu;default;2;43959373.989;2653650000.0;668700000.0
reactors;8.0.272-zulu;default;2;97001608.13499999;6114540000.0;1386850000.0
reactors;15.0.1-librca;default;2;46462121.973000005;2778840000.0;696270000.0
reactors;14.0.2-librca;default;2;47538106.694;2916740000.0;729130000.0
reactors;13.0.2-librca;default;2;45445485.632;2721880000.0;677050000.0
reactors;12.0.2-librca;default;2;92969532.82200001;5915140000.0;1345350000.0
reactors;11.0.9-librca;default;2;92108477.988;5873180000.0;1331040000.0
reactors;8.0.275-librca;default;2;86962649.57;5462080000.0;1255620000.0
reactors;20.2.0.r11-grl;default;2;80291432.769;5044110000.0;1167210000.0
reactors;20.2.0.r8-grl;default;2;80326776.617;5013110000.0;1152210000.0
reactors;19.3.4.r11-grl;default;2;79362284.858;4953240000.0;1144590000.0
reactors;19.3.4.r8-grl;default;2;61048587.783;3904400000.0;906920000.0
reactors;15.0.1-open;default;2;45917112.007999994;2777170000.0;693240000.0
reactors;14.0.2-open;default;2;47006175.519999996;2871980000.0;718040000.0
reactors;13.0.2-open;default;2;46356926.844;2802140000.0;690190000.0
reactors;12.0.2-open;default;2;94418556.262;5995280000.0;1360260000.0
reactors;11.0.2-open;default;2;92027989.89500001;5914160000.0;1342310000.0
reactors;10.0.2-open;default;2;42016602.364;2572860000.0;640880000.0
reactors;9.0.4-open;default;2;43575661.026;2666140000.0;664010000.0
reactors;8.0.265-open;default;2;75161268.981;4747180000.0;1111710000.0
reactors;20.2.0.0-mandrel;default;2;90376900.359;5729460000.0;1315920000.0
reactors;15.0.1-sapmchn;default;2;46978835.828;2835240000.0;712440000.0
reactors;14.0.2-sapmchn;default;2;48575680.881;3000070000.0;749570000.0
reactors;13.0.2-sapmchn;default;2;46390298.056;2767670000.0;692270000.0
reactors;12.0.2-sapmchn;default;2;91249872.265;5801000000.0;1321240000.0
reactors;11.0.9-sapmchn;default;2;91046746.445;5778410000.0;1316990000.0
reactors;11.0.9-trava;default;2;89096934.48900001;5659200000.0;1285820000.0
reactors;8.0.232-trava;default;2;112263048.49599999;6773290000.0;1580850000.0
scrabble;15.0.1.j9-adpt;default;2;11295530.447;769200000.0;171470000.0
scrabble;15.0.1.hs-adpt;default;2;6952367.99;547480000.0;126230000.0
scrabble;14.0.2.j9-adpt;default;2;13825426.912999999;949930000.0;214560000.0
scrabble;14.0.2.hs-adpt;default;2;6460647.885;525520000.0;123020000.0
scrabble;13.0.2.j9-adpt;default;2;11470921.806;772490000.0;176640000.0
scrabble;13.0.2.hs-adpt;default;2;6088288.258;487070000.0;113410000.0
scrabble;12.0.2.j9-adpt;default;2;11870780.901;785230000.0;176400000.0
scrabble;12.0.2.hs-adpt;default;2;6437790.774999999;500850000.0;116700000.0
scrabble;11.0.9.j9-adpt;default;2;11892392.106;816080000.0;181950000.0
scrabble;11.0.9.hs-adpt;default;2;6413148.431;505240000.0;119590000.0
scrabble;8.0.275.j9-adpt;default;2;10588734.926;751010000.0;165250000.0
scrabble;8.0.275.hs-adpt;default;2;15819981.234;1380070000.0;267709999.99999997
scrabble;11.0.8-albba;default;2;6462423.963;504440000.0;118340000.0
scrabble;8u272-albba;default;2;10067650.609;638560000.0;168550000.0
scrabble;15.0.1-amzn;default;2;6853545.17;544390000.0;125090000.0
scrabble;11.0.9-amzn;default;2;6414663.865999999;509290000.0;119410000.0
scrabble;8.0.275-amzn;default;2;15593093.512;1353620000.0;263140000.0
scrabble;15.0.1-zulu;default;2;7043041.108;567370000.0;130400000.0
scrabble;14.0.2-zulu;default;2;6331939.466;514179999.99999994;119970000.0
scrabble;13.0.5-zulu;default;2;6156259.982;493240000.0;115240000.0
scrabble;12.0.2-zulu;default;2;6425387.861;499630000.0;117050000.0
scrabble;11.0.9-zulu;default;2;6366846.941000001;505040000.0;118740000.0
scrabble;10.0.2-zulu;default;2;7275015.884000001;586110000.0;136910000.0
scrabble;9.0.7-zulu;default;2;10586655.681;698540000.0;175820000.0
scrabble;8.0.272-zulu;default;2;15339016.338;1332980000.0;260660000.00000003
scrabble;15.0.1-librca;default;2;6752454.593;538350000.0;123960000.0
scrabble;14.0.2-librca;default;2;6337722.692;520559999.99999994;120230000.0
scrabble;13.0.2-librca;default;2;6371912.682999999;515169999.99999994;116780000.0
scrabble;12.0.2-librca;default;2;6484783.998000001;516309999.99999994;121560000.0
scrabble;11.0.9-librca;default;2;6477709.875;511520000.0;120620000.0
scrabble;8.0.275-librca;default;2;15869129.453;1378630000.0;269380000.0
scrabble;20.2.0.r11-grl;default;2;6044309.768999999;463020000.0;108360000.0
scrabble;20.2.0.r8-grl;default;2;15158108.129;1299860000.0;253690000.0
scrabble;19.3.4.r11-grl;default;2;6753490.663;532360000.0;125150000.0
scrabble;19.3.4.r8-grl;default;2;15510532.849000001;1338260000.0;259329999.99999997
scrabble;15.0.1-open;default;2;6868751.663000001;533770000.0;124420000.0
scrabble;14.0.2-open;default;2;6244592.362;512870000.0;119100000.0
scrabble;13.0.2-open;default;2;6339182.934;518490000.0;119820000.0
scrabble;12.0.2-open;default;2;6485297.443;517500000.0;118950000.0
scrabble;11.0.2-open;default;2;6867229.521;561990000.0;127930000.0
scrabble;10.0.2-open;default;2;7124981.993;562770000.0;131370000.0
scrabble;9.0.4-open;default;2;9790747.573;652290000.0;163280000.0
scrabble;8.0.265-open;default;2;15187465.969;1324480000.0;258649999.99999997
scrabble;20.2.0.0-mandrel;default;2;6492351.775;513470000.0;119440000.0
scrabble;15.0.1-sapmchn;default;2;6931876.878;556640000.0;128199999.99999999
scrabble;14.0.2-sapmchn;default;2;6221853.965;515929999.99999994;121020000.0
scrabble;13.0.2-sapmchn;default;2;6366397.752;513620000.0;118790000.0
scrabble;12.0.2-sapmchn;default;2;6387380.458;510370000.0;119810000.0
scrabble;11.0.9-sapmchn;default;2;6364941.015000001;507240000.0;119420000.0
scrabble;11.0.9-trava;default;2;6369581.763;506190000.0;119250000.0
scrabble;8.0.232-trava;default;2;9955902.22;622200000.0;160350000.0
avrora;15.0.1.j9-adpt;default;3;35591187.526;2449290000.0;485480000.0
avrora;15.0.1.hs-adpt;default;3;77915758.036;4490750000.0;1023880000.0
avrora;14.0.2.j9-adpt;default;3;35356214.508;2456760000.0;482740000.0
avrora;14.0.2.hs-adpt;default;3;76372511.184;4412710000.0;1001140000.0
avrora;13.0.2.j9-adpt;default;3;35631379.934999995;2437700000.0;482250000.0
avrora;13.0.2.hs-adpt;default;3;75195202.635;4335290000.0;984320000.0
avrora;12.0.2.j9-adpt;default;3;33744236.707;2287960000.0;452110000.0
avrora;12.0.2.hs-adpt;default;3;77299299.63;4458030000.0;1014640000.0
avrora;11.0.9.j9-adpt;default;3;34232137.302;2337260000.0;461420000.0
avrora;11.0.9.hs-adpt;default;3;75899533.114;4307100000.0;994490000.0
avrora;8.0.275.j9-adpt;default;3;33873930.938999996;2317810000.0;456570000.0
avrora;8.0.275.hs-adpt;default;3;76771975.075;4410880000.0;1005850000.0
avrora;11.0.8-albba;default;3;77314827.219;4437020000.0;1012500000.0
avrora;8u272-albba;default;3;71697923.453;3809690000.0;937870000.0
avrora;15.0.1-amzn;default;3;76966500.719;4428410000.0;1010070000.0
avrora;11.0.9-amzn;default;3;76584424.26;4407660000.0;1004120000.0
avrora;8.0.275-amzn;default;3;75013801.42899999;4152729999.9999995;982900000.0
avrora;15.0.1-zulu;default;3;76730429.05;4413480000.0;1007570000.0
avrora;14.0.2-zulu;default;3;74132852.45199999;4207640000.0000005;972160000.0
avrora;13.0.5-zulu;default;3;75275239.41;4324670000.0;988050000.0
avrora;12.0.2-zulu;default;3;73794905.06899999;4036350000.0;965130000.0
avrora;11.0.9-zulu;default;3;76451035.961;4369830000.0;1003450000.0
avrora;10.0.2-zulu;default;3;74460807.677;4180060000.0000005;977150000.0
avrora;9.0.7-zulu;default;3;73836390.27700001;4145040000.0;966160000.0
avrora;8.0.272-zulu;default;3;73258425.492;4008560000.0;958920000.0
avrora;15.0.1-librca;default;3;77157213.91600001;4445630000.0;1011900000.0
avrora;14.0.2-librca;default;3;75969263.134;4361810000.0;994760000.0
avrora;13.0.2-librca;default;3;73702117.051;4145609999.9999995;965240000.0
avrora;12.0.2-librca;default;3;76281463.08;4370080000.0;999630000.0
avrora;11.0.9-librca;default;3;76424100.64400001;4405620000.0;1001520000.0
avrora;8.0.275-librca;default;3;76980374.078;4404180000.0;1007700000.0
avrora;20.2.0.r11-grl;default;3;77132326.289;4420740000.0;1010770000.0
avrora;20.2.0.r8-grl;default;3;74747043.048;4107420000.0;978670000.0
avrora;19.3.4.r11-grl;default;3;75557009.693;4268370000.0;990090000.0
avrora;19.3.4.r8-grl;default;3;77139272.354;4338120000.0;1009650000.0
avrora;15.0.1-open;default;3;76152523.882;4400260000.0;1003510000.0
avrora;14.0.2-open;default;3;74230629.369;4174390000.0000005;972910000.0
avrora;13.0.2-open;default;3;76329306.82100001;4379670000.0;1000010000.0
avrora;12.0.2-open;default;3;75318482.528;4190770000.0000005;986100000.0
avrora;11.0.2-open;default;3;74521426.32000001;4277630000.0;976690000.0
avrora;10.0.2-open;default;3;73006348.192;3887370000.0;955060000.0
avrora;9.0.4-open;default;3;75478680.84200001;4309700000.0;988400000.0
avrora;8.0.265-open;default;3;75530234.819;4302920000.0;989780000.0
avrora;20.2.0.0-mandrel;default;3;77584941.6;4463560000.0;1017130000.0
avrora;15.0.1-sapmchn;default;3;74502043.488;4213720000.0000005;976520000.0
avrora;14.0.2-sapmchn;default;3;75417366.549;4297970000.0;986700000.0
avrora;13.0.2-sapmchn;default;3;75753179.775;4314970000.0;991300000.0
avrora;12.0.2-sapmchn;default;3;72127308.004;3798860000.0;941900000.0
avrora;11.0.9-sapmchn;default;3;75054882.489;4267090000.0;983720000.0
avrora;11.0.9-trava;default;3;77336782.079;4430350000.0;1011050000.0
avrora;8.0.232-trava;default;3;76067194.035;4311400000.0;995880000.0
h2;15.0.1.j9-adpt;default;3;45835858.499;2468000000.0;616020000.0
h2;15.0.1.hs-adpt;default;3;32547016.494;1707850000.0;434810000.0
h2;14.0.2.j9-adpt;default;3;46264186.971;2455300000.0;620490000.0
h2;14.0.2.hs-adpt;default;3;33775279.256;1777100000.0;451080000.0
h2;13.0.2.j9-adpt;default;3;46022919.752;2432410000.0;618710000.0
h2;13.0.2.hs-adpt;default;3;33477411.279000003;1758350000.0;443870000.0
h2;12.0.2.j9-adpt;default;3;49018107.052;2676300000.0;656670000.0
h2;12.0.2.hs-adpt;default;3;32385282.02;1704740000.0;429290000.0
h2;11.0.9.j9-adpt;default;3;46441479.633;2498200000.0;623580000.0
h2;11.0.9.hs-adpt;default;3;34153643.934999995;1808700000.0;453610000.0
h2;8.0.275.j9-adpt;default;3;47802422.858;2626550000.0;644860000.0
h2;8.0.275.hs-adpt;default;3;42158103.131;2175360000.0;560440000.0
h2;11.0.8-albba;default;3;33510741.755;1800440000.0;444710000.0
h2;8u272-albba;default;3;41038196.048;2084060000.0;553620000.0
h2;15.0.1-amzn;default;3;35327127.583;1845490000.0;471740000.0
h2;11.0.9-amzn;default;3;34107419.516;1835250000.0;453540000.0
h2;8.0.275-amzn;default;3;47319180.066999994;2558440000.0;646570000.0
h2;15.0.1-zulu;default;3;35898908.322;1865440000.0;479830000.0
h2;14.0.2-zulu;default;3;32590986.708000004;1832640000.0;437370000.0
h2;13.0.5-zulu;default;3;33066760.623999998;1749610000.0;441270000.0
h2;12.0.2-zulu;default;3;36087523.501;1912780000.0;480860000.0
h2;11.0.9-zulu;default;3;35238900.49;1910820000.0;473520000.0
h2;10.0.2-zulu;default;3;33783717.921;1792840000.0;451060000.0
h2;9.0.7-zulu;default;3;35363249.714;1911900000.0;475700000.0
h2;8.0.272-zulu;default;3;40084627.13;2108449999.9999998;537880000.0
h2;15.0.1-librca;default;3;33512280.108;1769530000.0;446410000.0
h2;14.0.2-librca;default;3;36672598.970000006;1939660000.0;493220000.0
h2;13.0.2-librca;default;3;34253581.476;1798490000.0;454030000.0
h2;12.0.2-librca;default;3;35640586.705;1885230000.0;471990000.0
h2;11.0.9-librca;default;3;34559136.086;1824130000.0;458230000.0
h2;8.0.275-librca;default;3;39378097.745;2040300000.0;529580000.00000006
h2;20.2.0.r11-grl;default;3;38909903.934;1981740000.0;520330000.00000006
h2;20.2.0.r8-grl;default;3;40970331.142;2148650000.0;552330000.0
h2;19.3.4.r11-grl;default;3;39502662.05;2026060000.0;528000000.0
h2;19.3.4.r8-grl;default;3;43725696.642000005;2330230000.0;590850000.0
h2;15.0.1-open;default;3;36657484.105000004;1959190000.0;489980000.0
h2;14.0.2-open;default;3;31365404.439;1626070000.0;420360000.0
h2;13.0.2-open;default;3;31941093.685;1684720000.0;427240000.0
h2;12.0.2-open;default;3;33482939.797999997;1773890000.0;444660000.0
h2;11.0.2-open;default;3;31975106.075;1680150000.0;426570000.0
h2;10.0.2-open;default;3;35435823.714;1871430000.0;478430000.0
h2;9.0.4-open;default;3;34215338.44;1818800000.0;460560000.0
h2;8.0.265-open;default;3;42393623.736;2198560000.0;567810000.0
h2;20.2.0.0-mandrel;default;3;35902009.012;1880150000.0;475520000.0
h2;15.0.1-sapmchn;default;3;35318478.001;1845810000.0;468530000.0
h2;14.0.2-sapmchn;default;3;31853013.708;1656950000.0;423530000.0
h2;13.0.2-sapmchn;default;3;35520519.412;1862690000.0;471210000.0
h2;12.0.2-sapmchn;default;3;33994793.34;1785290000.0;450090000.0
h2;11.0.9-sapmchn;default;3;35572656.773;1940410000.0;480740000.0
h2;11.0.9-trava;default;3;35976939.161;1917260000.0;482970000.0
h2;8.0.232-trava;default;3;38174722.727000006;1948750000.0;511950000.0
lusearch;15.0.1.j9-adpt;default;3;3520128.085;221860000.0;44100000.0
lusearch;15.0.1.hs-adpt;default;3;3381909.836;238440000.0;53730000.0
lusearch;14.0.2.j9-adpt;default;3;3552759.512;224900000.0;44770000.0
lusearch;14.0.2.hs-adpt;default;3;3953217.0670000003;298730000.0;64900000.00000001
lusearch;13.0.2.j9-adpt;default;3;3330945.543;206150000.0;41290000.0
lusearch;13.0.2.hs-adpt;default;3;3741386.223;244090000.0;54620000.0
lusearch;12.0.2.j9-adpt;default;3;3432402.804;206450000.0;42410000.0
lusearch;12.0.2.hs-adpt;default;3;3412099.3510000003;247850000.0;55340000.0
lusearch;11.0.9.j9-adpt;default;3;3748258.378;238660000.0;47130000.0
lusearch;11.0.9.hs-adpt;default;3;3349829.87;237970000.0;53300000.0
lusearch;8.0.275.j9-adpt;default;3;3366835.7339999997;214110000.0;42750000.0
lusearch;8.0.275.hs-adpt;default;3;3458344.347;241420000.0;53080000.0
lusearch;11.0.8-albba;default;3;3877932.623;291540000.0;64010000.00000001
lusearch;8u272-albba;default;3;3417644.256;234860000.0;53160000.0
lusearch;15.0.1-amzn;default;3;3540406.083;254840000.0;56840000.0
lusearch;11.0.9-amzn;default;3;3343842.9260000004;231260000.0;51070000.0
lusearch;8.0.275-amzn;default;3;3569052.617;248980000.0;55820000.0
lusearch;15.0.1-zulu;default;3;3602207.508;259140000.0;56610000.0
lusearch;14.0.2-zulu;default;3;3566669.5179999997;259880000.0;58020000.0
lusearch;13.0.5-zulu;default;3;3486163.8479999998;252320000.0;55920000.0
lusearch;12.0.2-zulu;default;3;3223278.671;230350000.0;51720000.0
lusearch;11.0.9-zulu;default;3;3841917.903;281570000.0;62000000.0
lusearch;10.0.2-zulu;default;3;3815869.884;273210000.0;59390000.0
lusearch;9.0.7-zulu;default;3;3393283.936;239080000.0;53640000.0
lusearch;8.0.272-zulu;default;3;3216428.513;220570000.0;46670000.0
lusearch;15.0.1-librca;default;3;3498516.7229999998;251050000.0;56930000.0
lusearch;14.0.2-librca;default;3;3590127.871;264390000.0;60210000.0
lusearch;13.0.2-librca;default;3;3236138.0519999997;219670000.0;48930000.0
lusearch;12.0.2-librca;default;3;3544605.067;243110000.0;52380000.0
lusearch;11.0.9-librca;default;3;3431857.068;235560000.0;51560000.0
lusearch;8.0.275-librca;default;3;3441694.82;242040000.0;53690000.0
lusearch;20.2.0.r11-grl;default;3;3164554.408;208670000.0;48300000.0
lusearch;20.2.0.r8-grl;default;3;2926317.4420000003;189410000.0;43910000.0
lusearch;19.3.4.r11-grl;default;3;3157229.306;209530000.0;47860000.0
lusearch;19.3.4.r8-grl;default;3;3068223.148;198720000.0;45810000.0
lusearch;15.0.1-open;default;3;3506841.6149999998;245870000.0;54330000.0
lusearch;14.0.2-open;default;3;3510419.946;248180000.0;55830000.0
lusearch;13.0.2-open;default;3;3207405.1259999997;215320000.0;47730000.0
lusearch;12.0.2-open;default;3;3235966.308;224180000.0;49850000.0
lusearch;11.0.2-open;default;3;3459937.788;247350000.0;55030000.0
lusearch;10.0.2-open;default;3;3422906.172;236480000.0;53200000.0
lusearch;9.0.4-open;default;3;3427008.8150000004;237400000.0;53680000.0
lusearch;8.0.265-open;default;3;3316612.488;229840000.0;50930000.0
lusearch;20.2.0.0-mandrel;default;3;3227143.7600000002;213240000.0;47100000.0
lusearch;15.0.1-sapmchn;default;3;3167600.518;226900000.0;51310000.0
lusearch;14.0.2-sapmchn;default;3;3397420.831;240010000.0;53250000.0
lusearch;13.0.2-sapmchn;default;3;3380696.8570000003;234020000.0;52610000.0
lusearch;12.0.2-sapmchn;default;3;3517056.603;252030000.0;56350000.0
lusearch;11.0.9-sapmchn;default;3;3460288.98;252280000.0;55740000.0
lusearch;11.0.9-trava;default;3;3375360.7460000003;230620000.0;51700000.0
lusearch;8.0.232-trava;default;3;3414479.762;241480000.0;53170000.0
pmd;15.0.1.j9-adpt;default;3;4281728.034;258450000.0;54640000.0
pmd;15.0.1.hs-adpt;default;3;4658145.844;327570000.0;71640000.0
pmd;14.0.2.j9-adpt;default;3;4446188.408;268860000.0;57380000.0
pmd;14.0.2.hs-adpt;default;3;4695765.937;338650000.0;73910000.0
pmd;13.0.2.j9-adpt;default;3;4654058.737;293680000.0;61420000.0
pmd;13.0.2.hs-adpt;default;3;4886145.62;347290000.0;77100000.0
pmd;12.0.2.j9-adpt;default;3;4821645.819;282760000.0;61700000.0
pmd;12.0.2.hs-adpt;default;3;5411210.915;376060000.0;82840000.0
pmd;11.0.9.j9-adpt;default;3;4453542.1680000005;268950000.0;57690000.0
pmd;11.0.9.hs-adpt;default;3;4808136.836;329350000.0;72580000.0
pmd;8.0.275.j9-adpt;default;3;4492064.934;278020000.0;57540000.0
pmd;8.0.275.hs-adpt;default;3;5020884.716;339700000.0;72620000.0
pmd;11.0.8-albba;default;3;5058589.225000001;358110000.0;78600000.0
pmd;8u272-albba;default;3;4949053.111;339330000.0;72920000.0
pmd;15.0.1-amzn;default;3;4501832.188;313620000.0;69280000.0
pmd;11.0.9-amzn;default;3;5478118.416;377830000.0;84470000.0
pmd;8.0.275-amzn;default;3;4892947.455;334140000.0;71840000.0
pmd;15.0.1-zulu;default;3;4603069.5200000005;326110000.0;71900000.0
pmd;14.0.2-zulu;default;3;4872025.801;348110000.0;76810000.0
pmd;13.0.5-zulu;default;3;4927720.351;353910000.0;77660000.0
pmd;12.0.2-zulu;default;3;4990177.063;363120000.0;78680000.0
pmd;11.0.9-zulu;default;3;5281945.157;371500000.0;81060000.0
pmd;10.0.2-zulu;default;3;5111478.21;374780000.0;82070000.0
pmd;9.0.7-zulu;default;3;5214910.9799999995;366770000.0;80010000.0
pmd;8.0.272-zulu;default;3;5042867.393;347700000.0;72990000.0
pmd;15.0.1-librca;default;3;4735790.186;333010000.0;72770000.0
pmd;14.0.2-librca;default;3;4810653.708000001;337880000.0;74870000.0
pmd;13.0.2-librca;default;3;4953867.906;357400000.0;78240000.0
pmd;12.0.2-librca;default;3;5088599.841;376630000.0;81080000.0
pmd;11.0.9-librca;default;3;5078584.538000001;359690000.0;78550000.0
pmd;8.0.275-librca;default;3;4830289.412;323100000.0;70270000.0
pmd;20.2.0.r11-grl;default;3;4634263.346;291760000.0;65769999.99999999
pmd;20.2.0.r8-grl;default;3;4786602.573;307850000.0;68210000.0
pmd;19.3.4.r11-grl;default;3;4761861.472;311820000.0;69750000.0
pmd;19.3.4.r8-grl;default;3;4820789.052;313870000.0;68410000.0
pmd;15.0.1-open;default;3;4796372.8440000005;337120000.0;73950000.0
pmd;14.0.2-open;default;3;4736469.398;335570000.0;73860000.0
pmd;13.0.2-open;default;3;5043175.115999999;357840000.0;78830000.0
pmd;12.0.2-open;default;3;5064331.057999999;369920000.0;81860000.0
pmd;11.0.2-open;default;3;4965382.036;358000000.0;77120000.0
pmd;10.0.2-open;default;3;5163205.61;366530000.0;80200000.0
pmd;9.0.4-open;default;3;5114548.42;363680000.0;78760000.0
pmd;8.0.265-open;default;3;5315615.504;352440000.0;76870000.0
pmd;20.2.0.0-mandrel;default;3;5102985.785;357500000.0;77030000.0
pmd;15.0.1-sapmchn;default;3;4580224.012999999;325750000.0;73550000.0
pmd;14.0.2-sapmchn;default;3;4823064.600000001;344690000.0;75770000.0
pmd;13.0.2-sapmchn;default;3;4975787.591999999;354000000.0;77430000.0
pmd;12.0.2-sapmchn;default;3;5612533.015000001;391150000.0;87130000.0
pmd;11.0.9-sapmchn;default;3;5164437.307;370370000.0;80670000.0
pmd;11.0.9-trava;default;3;5096823.967999999;361840000.0;78790000.0
pmd;8.0.232-trava;default;3;4812009.789;345160000.0;73610000.0
sunflow;15.0.1.j9-adpt;default;3;5626034.083000001;436900000.0;85440000.0
sunflow;15.0.1.hs-adpt;default;3;4608828.446;370340000.0;74190000.0
sunflow;14.0.2.j9-adpt;default;3;5900189.049;456340000.0;90280000.0
sunflow;14.0.2.hs-adpt;default;3;3956741.2219999996;291080000.0;58670000.0
sunflow;13.0.2.j9-adpt;default;3;5933304.122;462740000.0;91060000.0
sunflow;13.0.2.hs-adpt;default;3;4430802.411;341280000.0;69750000.0
sunflow;12.0.2.j9-adpt;default;3;5507926.632;417090000.0;80810000.0
sunflow;12.0.2.hs-adpt;default;3;4185621.773;315860000.0;64730000.00000001
sunflow;11.0.9.j9-adpt;default;3;6096990.939;469980000.0;92120000.0
sunflow;11.0.9.hs-adpt;default;3;4486847.23;338210000.0;67740000.0
sunflow;8.0.275.j9-adpt;default;3;5522004.0370000005;427500000.0;82690000.0
sunflow;8.0.275.hs-adpt;default;3;4321999.934;331910000.0;68240000.0
sunflow;11.0.8-albba;default;3;4168569.1580000003;313960000.0;63200000.0
sunflow;8u272-albba;default;3;4947070.611;388030000.0;78970000.0
sunflow;15.0.1-amzn;default;3;4090696.4520000005;302840000.0;62130000.0
sunflow;11.0.9-amzn;default;3;4094387.1319999998;307810000.0;62130000.0
sunflow;8.0.275-amzn;default;3;4323850.463;326290000.0;67750000.0
sunflow;15.0.1-zulu;default;3;4561017.233;359810000.0;70680000.0
sunflow;14.0.2-zulu;default;3;4023609.1040000003;300450000.0;60480000.0
sunflow;13.0.5-zulu;default;3;4942379.777;383660000.0;76160000.0
sunflow;12.0.2-zulu;default;3;4364403.722999999;331020000.0;66660000.0
sunflow;11.0.9-zulu;default;3;4165777.2260000003;310680000.0;62230000.0
sunflow;10.0.2-zulu;default;3;4839038.245;369170000.0;73940000.0
